subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
Science & Technology Part II,9,What is social health?,1,Ability to maintain healthy relationships and function well in society.,"Social health is the ability to form healthy relationships, communicate effectively and function responsibly in society.",SSC Science;Social Health,Practice,Easy,,
Science & Technology Part II,9,What is mental health?,1,A state of emotional and psychological well-being.,"Mental health relates to emotional, psychological and social well-being and the ability to cope with normal stresses.",SSC Science;Social Health,Practice,Easy,,
Science & Technology Part II,9,What is stress?,1,A response to demanding or challenging situations.,Stress is the physical and emotional response to demands or challenges.,SSC Science;Social Health,Practice,Easy,,
Science & Technology Part II,9,State one healthy way to manage stress.,1,"Exercise, relaxation, planning or talking to a trusted person.","Healthy stress management can include regular activity, adequate rest, planning, relaxation and supportive communication.",SSC Science;Social Health,Practice,Easy,,
Science & Technology Part II,9,Why is sleep important for health?,1,It supports physical and mental recovery.,"Adequate sleep supports physical recovery, learning, mood and normal body functions.",SSC Science;Social Health,Practice,Easy,,
Science & Technology Part II,9,What is addiction?,1,A persistent dependence on a substance or behaviour despite harmful consequences.,Addiction is a condition involving compulsive dependence on a substance or behaviour despite harmful effects.,SSC Science;Social Health,Practice,Easy,,
Science & Technology Part II,9,Name one addictive substance.,1,Tobacco is an example.,Tobacco is an addictive substance that can lead to dependence.,SSC Science;Social Health,Practice,Easy,,
Science & Technology Part II,9,State one harmful effect of tobacco use.,1,It can damage the respiratory and cardiovascular systems.,"Tobacco use increases the risk of several diseases, including respiratory and cardiovascular problems.",SSC Science;Social Health,Practice,Easy,,
Science & Technology Part II,9,State one harmful effect of alcohol misuse.,1,It can impair judgement and damage health.,Alcohol misuse can impair judgement and cause dependence and damage to multiple organs.,SSC Science;Social Health,Practice,Easy,,
Science & Technology Part II,9,What is peer pressure?,1,Influence from people of a similar age or group.,Peer pressure is influence from peers that may affect a person's choices or behaviour.,SSC Science;Social Health,Practice,Easy,,
Science & Technology Part II,9,How can a student handle negative peer pressure?,1,Say no and seek support from a trusted adult.,"A student can refuse harmful activities, communicate clearly and seek help from a trusted adult or counsellor.",SSC Science;Social Health,Practice,Medium,,
Science & Technology Part II,9,What is communication?,1,"Exchange of information, ideas or feelings.","Communication is the exchange of information, ideas or feelings between people.",SSC Science;Social Health,Practice,Medium,,
Science & Technology Part II,9,Why is empathy important?,1,It helps understand and respect others' feelings.,Empathy helps a person understand another's feelings and respond with care and respect.,SSC Science;Social Health,Practice,Medium,,
Science & Technology Part II,9,What is cyberbullying?,1,Bullying using digital communication or online platforms.,Cyberbullying is repeated harmful behaviour carried out through digital devices or online platforms.,SSC Science;Social Health,Practice,Medium,,
Science & Technology Part II,9,State one way to stay safer online.,1,Protect personal information and use privacy settings.,Using strong privacy settings and avoiding unnecessary sharing of personal information improves online safety.,SSC Science;Social Health,Practice,Medium,,
Science & Technology Part II,9,What is a balanced lifestyle?,1,"A healthy balance of study, rest, activity, food and social time.","A balanced lifestyle includes appropriate study or work, rest, physical activity, nutritious food and healthy social interaction.",SSC Science;Social Health,Practice,Medium,,
Science & Technology Part II,9,Why is regular physical activity useful for social health?,1,"It can improve mood, confidence and social interaction.","Regular physical activity can support mood, confidence, teamwork and social interaction.",SSC Science;Social Health,Practice,Hard,,
Science & Technology Part II,9,What is counselling?,1,Professional or supportive guidance for personal or emotional difficulties.,Counselling provides structured support to help a person understand difficulties and develop coping strategies.,SSC Science;Social Health,Practice,Hard,,
Science & Technology Part II,9,Why should mental health problems not be stigmatized?,1,Stigma can prevent people from seeking help.,Reducing stigma encourages people to discuss difficulties and seek appropriate support early.,SSC Science;Social Health,Practice,Hard,,
Science & Technology Part II,9,State one sign that a person may need support.,1,"Persistent changes in mood, sleep, behaviour or functioning.","Persistent changes in mood, behaviour, sleep or daily functioning may indicate that supportive or professional help is needed.",SSC Science;Social Health,Practice,Hard,,
