subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
Science & Technology Part II,8,What is a cell?,1,The basic structural and functional unit of life.,A cell is the basic structural and functional unit of a living organism.,SSC Science;Cell Biology and Biotechnology,Practice,Easy,,
Science & Technology Part II,8,What is the function of nucleus?,1,It contains genetic material and controls cell activities.,The nucleus contains genetic material and regulates many cellular activities.,SSC Science;Cell Biology and Biotechnology,Practice,Easy,,
Science & Technology Part II,8,What is the function of cell membrane?,1,It controls movement of substances into and out of the cell.,The cell membrane selectively regulates movement of substances into and out of the cell.,SSC Science;Cell Biology and Biotechnology,Practice,Easy,,
Science & Technology Part II,8,What is cytoplasm?,1,The jelly-like region where many cell activities occur.,Cytoplasm is the semifluid region between the cell membrane and nucleus where many metabolic reactions occur.,SSC Science;Cell Biology and Biotechnology,Practice,Easy,,
Science & Technology Part II,8,What is a chromosome?,1,A structure carrying genetic information.,A chromosome is a DNA-containing structure that carries genes.,SSC Science;Cell Biology and Biotechnology,Practice,Easy,,
Science & Technology Part II,8,What is cell division?,1,Formation of new cells from an existing cell.,Cell division is the process by which a cell divides to form new cells.,SSC Science;Cell Biology and Biotechnology,Practice,Easy,,
Science & Technology Part II,8,What is mitosis?,1,A cell division producing genetically similar daughter cells.,Mitosis is a type of cell division that usually produces two genetically similar daughter cells.,SSC Science;Cell Biology and Biotechnology,Practice,Easy,,
Science & Technology Part II,8,Why is mitosis important?,1,"For growth, repair and replacement of cells.","Mitosis is important for growth, tissue repair and replacement of cells.",SSC Science;Cell Biology and Biotechnology,Practice,Easy,,
Science & Technology Part II,8,What is biotechnology?,1,Application of biological systems for useful purposes.,"Biotechnology applies living organisms, cells or biological molecules to useful products and processes.",SSC Science;Cell Biology and Biotechnology,Practice,Easy,,
Science & Technology Part II,8,What is genetic engineering?,1,Deliberate modification of genetic material using biotechnology.,Genetic engineering involves deliberate modification or transfer of genetic material using molecular techniques.,SSC Science;Cell Biology and Biotechnology,Practice,Easy,,
Science & Technology Part II,8,What is recombinant DNA?,1,DNA formed by joining DNA from different sources.,Recombinant DNA is DNA constructed by combining genetic material from different sources.,SSC Science;Cell Biology and Biotechnology,Practice,Medium,,
Science & Technology Part II,8,What is a genetically modified organism?,1,An organism whose genetic material has been deliberately altered.,A genetically modified organism has genetic material deliberately changed using biotechnology.,SSC Science;Cell Biology and Biotechnology,Practice,Medium,,
Science & Technology Part II,8,What is tissue culture?,1,Growing cells or tissues under controlled conditions.,"Tissue culture is the growth of cells, tissues or organs under controlled laboratory conditions.",SSC Science;Cell Biology and Biotechnology,Practice,Medium,,
Science & Technology Part II,8,What is cloning?,1,Production of genetically identical or nearly identical copies.,Cloning is the production of genetically identical or nearly identical copies of a cell or organism.,SSC Science;Cell Biology and Biotechnology,Practice,Medium,,
Science & Technology Part II,8,What is a stem cell?,1,A cell capable of self-renewal and differentiation into specialized cell types.,A stem cell can self-renew and can differentiate into one or more specialized cell types.,SSC Science;Cell Biology and Biotechnology,Practice,Medium,,
Science & Technology Part II,8,What is gene therapy?,1,"Treatment by introducing, removing or modifying genetic material to address disease.","Gene therapy aims to treat disease by adding, removing or modifying genetic material in cells.",SSC Science;Cell Biology and Biotechnology,Practice,Medium,,
Science & Technology Part II,8,State one use of biotechnology in medicine.,1,Production of medicines such as insulin.,Biotechnology is used to produce medicines and therapeutic products such as recombinant insulin.,SSC Science;Cell Biology and Biotechnology,Practice,Hard,,
Science & Technology Part II,8,State one use of tissue culture in plants.,1,Rapid multiplication of disease-free plants.,Plant tissue culture can rapidly multiply plants and help produce disease-free planting material.,SSC Science;Cell Biology and Biotechnology,Practice,Hard,,
Science & Technology Part II,8,Why are enzymes useful in biotechnology?,1,They catalyse specific biological reactions.,Enzymes are useful because they catalyse specific biochemical reactions efficiently.,SSC Science;Cell Biology and Biotechnology,Practice,Hard,,
Science & Technology Part II,8,State one benefit of biotechnology in agriculture.,1,It can support improved crop varieties or useful bio-products.,"Biotechnology can help develop improved crop traits, biofertilizers and other agricultural products.",SSC Science;Cell Biology and Biotechnology,Practice,Hard,,
