subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
History & Political Science,2,What is meant by Indian historiographical tradition?,1,Recall the key definition or idea from this chapter.,"It refers to the ways the Indian past was remembered, recorded and interpreted in different periods.","What, is, meant, by, Indian",Practice,Easy,,
History & Political Science,2,Name one important ancient Indian source for studying the past.,1,Recall the key definition or idea from this chapter.,Inscriptions are an important source for studying ancient Indian history.,"Name, one, important, ancient, Indian",Practice,Easy,,
History & Political Science,2,What is an inscription?,1,Recall the key definition or idea from this chapter.,An inscription is writing engraved on a durable surface such as stone or metal.,"What, is, an, inscription",Practice,Easy,,
History & Political Science,2,Why are literary sources useful in Indian history?,1,Recall the key definition or idea from this chapter.,"They provide information about society, religion, politics, culture and ideas.","Why, are, literary, sources, useful",Practice,Easy,,
History & Political Science,2,Name one traditional form used to preserve historical memories in India.,1,Recall the key definition or idea from this chapter.,Oral traditions are one form used to preserve memories of the past.,"Name, one, traditional, form, used",Practice,Easy,,
History & Political Science,2,Why should literary texts be used critically?,1,Recall the key definition or idea from this chapter.,"They may contain religious, literary or political purposes and may not be straightforward factual records.","Why, should, literary, texts, be",Practice,Easy,,
History & Political Science,2,What is the importance of coins in Indian historiography?,1,Recall the key definition or idea from this chapter.,"Coins provide evidence about rulers, economy, trade, symbols and chronology.","What, is, the, importance, of",Practice,Easy,,
History & Political Science,2,What can archaeological remains tell us?,1,Recall the key definition or idea from this chapter.,"They can reveal settlement patterns, technology, material culture and economic life.","What, can, archaeological, remains, tell",Practice,Easy,,
History & Political Science,2,Why are regional traditions important?,1,Recall the key definition or idea from this chapter.,They preserve local memories and perspectives that may be absent from wider narratives.,"Why, are, regional, traditions, important",Practice,Easy,,
History & Political Science,2,What is the role of folklore in historical study?,1,Recall the key definition or idea from this chapter.,"Folklore can preserve memories and cultural traditions, but it must be critically evaluated.","What, is, the, role, of",Practice,Easy,,
History & Political Science,2,How did colonial writers influence Indian historiography?,2,Write the main point clearly and add one supporting detail.,"They produced influential interpretations of Indian history, often shaped by colonial assumptions.","How, did, colonial, writers, influence",Practice,Medium,,
History & Political Science,2,How did Indian historians respond to colonial interpretations?,2,Write the main point clearly and add one supporting detail.,Many Indian historians challenged colonial stereotypes and emphasized indigenous sources and perspectives.,"How, did, Indian, historians, respond",Practice,Medium,,
History & Political Science,2,Why is James Mill important in discussions of Indian historiography?,2,Write the main point clearly and add one supporting detail.,His periodization and interpretation of Indian history became influential but were also criticized for colonial bias.,"Why, is, James, Mill, important",Practice,Medium,,
History & Political Science,2,How does the nationalist approach differ from colonial historiography?,2,Write the main point clearly and add one supporting detail.,"It sought to challenge colonial interpretations and highlight Indian agency, achievements and historical experiences.","How, does, the, nationalist, approach",Practice,Medium,,
History & Political Science,2,Why must oral traditions be compared with other evidence?,2,Write the main point clearly and add one supporting detail.,"Memory can change over time, so comparison helps assess accuracy and context.","Why, must, oral, traditions, be",Practice,Medium,,
History & Political Science,2,How do inscriptions help establish chronology?,2,Write the main point clearly and add one supporting detail.,"They can contain dates, names, titles and events that help place developments in time.","How, do, inscriptions, help, establish",Practice,Medium,,
History & Political Science,2,Why is regional history necessary for understanding India?,3,"Explain the concept with a clear reason, distinction or example.",India has diverse regions whose experiences cannot always be explained by a single national narrative.,"Why, is, regional, history, necessary",Practice,Hard,,
History & Political Science,2,How can archaeology and literature complement each other?,3,"Explain the concept with a clear reason, distinction or example.","Archaeological evidence can test, clarify or add material detail to information found in texts.","How, can, archaeology, and, literature",Practice,Hard,,
History & Political Science,2,What is a major limitation of colonial historiography?,3,"Explain the concept with a clear reason, distinction or example.",It could interpret Indian society through colonial assumptions and unequal power relations.,"What, is, a, major, limitation",Practice,Hard,,
History & Political Science,2,Why should Indian historiography include multiple perspectives?,3,"Explain the concept with a clear reason, distinction or example.",Multiple perspectives give a more balanced understanding of a diverse and complex past.,"Why, should, Indian, historiography, include",Practice,Hard,,
