subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
History & Political Science,7,What is sports history?,1,Recall the key definition or idea from this chapter.,"Sports history studies the development of games, athletes, institutions and sporting culture over time.","What, is, sports, history",Practice,Easy,,
History & Political Science,7,Name one ancient Indian sport or game.,1,Recall the key definition or idea from this chapter.,Wrestling is an ancient and traditional sporting practice in India.,"Name, one, ancient, Indian, sport",Practice,Easy,,
History & Political Science,7,Why are sports useful historical sources?,1,Recall the key definition or idea from this chapter.,"They reveal social values, institutions, technology, identity and changes in leisure.","Why, are, sports, useful, historical",Practice,Easy,,
History & Political Science,7,How can newspapers help study sports history?,1,Recall the key definition or idea from this chapter.,"They record matches, athletes, events, controversies and public responses.","How, can, newspapers, help, study",Practice,Easy,,
History & Political Science,7,What is the role of sports institutions?,1,Recall the key definition or idea from this chapter.,"They organize competitions, rules, training and development of sports.","What, is, the, role, of",Practice,Easy,,
History & Political Science,7,How can sports reflect national identity?,1,Recall the key definition or idea from this chapter.,Major sporting achievements and events can create shared pride and public identity.,"How, can, sports, reflect, national",Practice,Easy,,
History & Political Science,7,Why are biographies of athletes useful?,1,Recall the key definition or idea from this chapter.,"They document careers, training, social background and changing opportunities.","Why, are, biographies, of, athletes",Practice,Easy,,
History & Political Science,7,How can stadiums become historical places?,1,Recall the key definition or idea from this chapter.,"They may preserve memories of important matches, athletes and public events.","How, can, stadiums, become, historical",Practice,Easy,,
History & Political Science,7,What is the importance of the Olympic Games in sports history?,1,Recall the key definition or idea from this chapter.,They provide a major international framework for competitive sports and sporting interaction.,"What, is, the, importance, of",Practice,Easy,,
History & Political Science,7,How can women’s participation change sports history?,1,Recall the key definition or idea from this chapter.,"It shows changing opportunities, social attitudes and institutional inclusion.","How, can, women, s, participation",Practice,Easy,,
History & Political Science,7,How does technology affect sports history?,2,Write the main point clearly and add one supporting detail.,"Equipment, timing systems, broadcasting and training technologies change performance and spectatorship.","How, does, technology, affect, sports",Practice,Medium,,
History & Political Science,7,Why should historians study regional sports?,2,Write the main point clearly and add one supporting detail.,Regional games preserve local traditions and show diversity beyond major international sports.,"Why, should, historians, study, regional",Practice,Medium,,
History & Political Science,7,How can sports journalism influence public memory?,2,Write the main point clearly and add one supporting detail.,Its selection and presentation of events can shape how achievements and controversies are remembered.,"How, can, sports, journalism, influence",Practice,Medium,,
History & Political Science,7,What can sports records tell historians?,2,Write the main point clearly and add one supporting detail.,"They provide dates, results, performances, rankings and evidence of institutional development.","What, can, sports, records, tell",Practice,Medium,,
History & Political Science,7,How can politics influence sports?,2,Write the main point clearly and add one supporting detail.,"Governments and political movements can use sporting events for diplomacy, identity or public messaging.","How, can, politics, influence, sports",Practice,Medium,,
History & Political Science,7,Why is sports history interdisciplinary?,2,Write the main point clearly and add one supporting detail.,"It connects with social, political, economic, cultural and technological history.","Why, is, sports, history, interdisciplinary",Practice,Medium,,
History & Political Science,7,How can commercialization change sports?,3,"Explain the concept with a clear reason, distinction or example.","Sponsorship, broadcasting and professional leagues can transform finance, careers and audiences.","How, can, commercialization, change, sports",Practice,Hard,,
History & Political Science,7,Why should sports archives be preserved?,3,"Explain the concept with a clear reason, distinction or example.","They preserve records, photographs, statistics and memories of sporting development.","Why, should, sports, archives, be",Practice,Hard,,
History & Political Science,7,How can sport promote social integration?,3,"Explain the concept with a clear reason, distinction or example.",Shared participation and competition can bring people from different backgrounds together.,"How, can, sport, promote, social",Practice,Hard,,
History & Political Science,7,Why is sports history more than a list of scores?,3,"Explain the concept with a clear reason, distinction or example.","It also studies people, institutions, society, culture, technology and meanings associated with sport.","Why, is, sports, history, more",Practice,Hard,,
