subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
History & Political Science,12,What is a political party?,1,Recall the key definition or idea from this chapter.,A political party is an organized group that seeks to influence or exercise political power through constitutional means.,"What, is, a, political, party",Practice,Easy,,
History & Political Science,12,What is a national party?,1,Recall the key definition or idea from this chapter.,It is a political party recognized as having the required national-level status under election rules.,"What, is, a, national, party",Practice,Easy,,
History & Political Science,12,What is a regional party?,1,Recall the key definition or idea from this chapter.,It is a party whose political recognition and influence are primarily associated with particular state or regional interests.,"What, is, a, regional, party",Practice,Easy,,
History & Political Science,12,Why are political parties important in democracy?,1,Recall the key definition or idea from this chapter.,"They organize political choices, contest elections, form governments and represent interests.","Why, are, political, parties, important",Practice,Easy,,
History & Political Science,12,What is a party manifesto?,1,Recall the key definition or idea from this chapter.,"It is a document presenting a party’s policies, programmes and promises.","What, is, a, party, manifesto",Practice,Easy,,
History & Political Science,12,What is the opposition?,1,Recall the key definition or idea from this chapter.,The opposition consists of parties or members not forming the government who scrutinize and challenge government policies.,"What, is, the, opposition",Practice,Easy,,
History & Political Science,12,What is a coalition government?,1,Recall the key definition or idea from this chapter.,It is a government formed by two or more parties working together to command legislative support.,"What, is, a, coalition, government",Practice,Easy,,
History & Political Science,12,What is party discipline?,1,Recall the key definition or idea from this chapter.,"It refers to expectations that party members follow agreed party positions, especially in legislative voting.","What, is, party, discipline",Practice,Easy,,
History & Political Science,12,Why do parties select candidates?,1,Recall the key definition or idea from this chapter.,They choose individuals to contest elections on behalf of the party.,"Why, do, parties, select, candidates",Practice,Easy,,
History & Political Science,12,How do parties connect citizens and government?,1,Recall the key definition or idea from this chapter.,"They aggregate interests, communicate policies and provide channels for political participation.","How, do, parties, connect, citizens",Practice,Easy,,
History & Political Science,12,Why is internal democracy important in parties?,2,Write the main point clearly and add one supporting detail.,"It can improve participation, accountability and leadership selection within the organization.","Why, is, internal, democracy, important",Practice,Medium,,
History & Political Science,12,What is defection?,2,Write the main point clearly and add one supporting detail.,Defection is the act of changing political party allegiance by an elected representative in circumstances regulated by law.,"What, is, defection",Practice,Medium,,
History & Political Science,12,Why was the anti-defection law introduced?,2,Write the main point clearly and add one supporting detail.,It was intended to reduce instability and unethical party switching by legislators.,"Why, was, the, anti, defection",Practice,Medium,,
History & Political Science,12,How can regional parties influence national politics?,2,Write the main point clearly and add one supporting detail.,They can represent regional interests and may become important partners in coalition politics.,"How, can, regional, parties, influence",Practice,Medium,,
History & Political Science,12,Why is a multi-party system significant in India?,2,Write the main point clearly and add one supporting detail.,"It accommodates diverse social, regional and political interests.","Why, is, a, multi, party",Practice,Medium,,
History & Political Science,12,How can political parties improve governance?,2,Write the main point clearly and add one supporting detail.,"They can develop policies, recruit leaders, debate alternatives and remain accountable to voters.","How, can, political, parties, improve",Practice,Medium,,
History & Political Science,12,What challenges can political parties face?,3,"Explain the concept with a clear reason, distinction or example.","They may face issues such as excessive centralization, money power, criminalization or weak internal democracy.","What, challenges, can, political, parties",Practice,Hard,,
History & Political Science,12,Why should party promises be evaluated by citizens?,3,"Explain the concept with a clear reason, distinction or example.","Voters can compare promises with feasibility, past performance and public needs.","Why, should, party, promises, be",Practice,Hard,,
History & Political Science,12,How does the opposition strengthen democracy?,3,"Explain the concept with a clear reason, distinction or example.","It questions government decisions, highlights alternatives and helps hold the executive accountable.","How, does, the, opposition, strengthen",Practice,Hard,,
History & Political Science,12,Why is transparency important for political parties?,3,"Explain the concept with a clear reason, distinction or example.",Transparency can improve public trust and accountability in political funding and decision-making.,"Why, is, transparency, important, for",Practice,Hard,,
