subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
History & Political Science,10,What is a Constitution?,1,Recall the key definition or idea from this chapter.,A Constitution is the fundamental framework that defines the organization and functioning of the state and rights and duties within it.,"What, is, a, Constitution",Practice,Easy,,
History & Political Science,10,When did the Constitution of India come into force?,1,Recall the key definition or idea from this chapter.,It came into force on 26 January 1950.,"When, did, the, Constitution, of",Practice,Easy,,
History & Political Science,10,Who is the constitutional head of the Union?,1,Recall the key definition or idea from this chapter.,The President of India is the constitutional head of the Union.,"Who, is, the, constitutional, head",Practice,Easy,,
History & Political Science,10,What is the legislature at the Union level called?,1,Recall the key definition or idea from this chapter.,The Parliament of India.,"What, is, the, legislature, at",Practice,Easy,,
History & Political Science,10,Name the two Houses of Parliament.,1,Recall the key definition or idea from this chapter.,Lok Sabha and Rajya Sabha.,"Name, the, two, Houses, of",Practice,Easy,,
History & Political Science,10,What is the executive?,1,Recall the key definition or idea from this chapter.,The executive is the branch responsible for implementing laws and administering government.,"What, is, the, executive",Practice,Easy,,
History & Political Science,10,What is the judiciary?,1,Recall the key definition or idea from this chapter.,The judiciary interprets laws and provides justice through courts.,"What, is, the, judiciary",Practice,Easy,,
History & Political Science,10,What is federalism?,1,Recall the key definition or idea from this chapter.,Federalism is a system in which powers are divided between the Union and State governments.,"What, is, federalism",Practice,Easy,,
History & Political Science,10,What are Fundamental Rights?,1,Recall the key definition or idea from this chapter.,They are constitutionally guaranteed rights that protect important freedoms and equality.,"What, are, Fundamental, Rights",Practice,Easy,,
History & Political Science,10,What are Directive Principles of State Policy?,1,Recall the key definition or idea from this chapter.,They are constitutional guidelines for governments to promote social and economic welfare.,"What, are, Directive, Principles, of",Practice,Easy,,
History & Political Science,10,Why is separation of powers important?,2,Write the main point clearly and add one supporting detail.,It distributes functions among institutions and helps prevent concentration of power.,"Why, is, separation, of, powers",Practice,Medium,,
History & Political Science,10,What is parliamentary government?,2,Write the main point clearly and add one supporting detail.,It is a system in which the executive is responsible to the elected legislature.,"What, is, parliamentary, government",Practice,Medium,,
History & Political Science,10,Why is an independent judiciary important?,2,Write the main point clearly and add one supporting detail.,It helps protect constitutional principles and rights without improper interference.,"Why, is, an, independent, judiciary",Practice,Medium,,
History & Political Science,10,How are Union and State powers divided?,2,Write the main point clearly and add one supporting detail.,"The Constitution distributes legislative subjects through the Union, State and Concurrent Lists.","How, are, Union, and, State",Practice,Medium,,
History & Political Science,10,What is judicial review?,2,Write the main point clearly and add one supporting detail.,It is the power of courts to examine whether laws or actions conform to the Constitution.,"What, is, judicial, review",Practice,Medium,,
History & Political Science,10,Why is the Preamble significant?,2,Write the main point clearly and add one supporting detail.,It expresses the basic ideals and objectives of the Constitution.,"Why, is, the, Preamble, significant",Practice,Medium,,
History & Political Science,10,How does the Constitution protect democracy?,3,"Explain the concept with a clear reason, distinction or example.","It establishes representative institutions, rights, elections, rule of law and limits on government power.","How, does, the, Constitution, protect",Practice,Hard,,
History & Political Science,10,Why are Fundamental Duties important?,3,"Explain the concept with a clear reason, distinction or example.",They remind citizens of responsibilities that support constitutional values and national life.,"Why, are, Fundamental, Duties, important",Practice,Hard,,
History & Political Science,10,How can constitutional amendments be made?,3,"Explain the concept with a clear reason, distinction or example.","Parliament follows the amendment procedure specified by the Constitution, with special requirements for certain provisions.","How, can, constitutional, amendments, be",Practice,Hard,,
History & Political Science,10,Why must constitutional institutions work within their powers?,3,"Explain the concept with a clear reason, distinction or example.",Constitutional limits maintain checks and balances and protect democratic governance.,"Why, must, constitutional, institutions, work",Practice,Hard,,
