subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
Hindi,2.5,“ईमानदारी की प्रतिमूर्ति” पाठ का मुख्य विषय क्या है?,1,"पाठाचा मुख्य विषय लक्षात ठेवा: ईमानदारी, आदर्श और चरित्र की शक्ति.","या पाठाचा मुख्य विषय ईमानदारी, आदर्श और चरित्र की शक्ति आहे.","आदर्श व्यक्तित्व,ईमानदारी",Important,Easy,,
Hindi Lokbharati,2.5,“ईमानदारी की प्रतिमूर्ति” पाठ से मिलने वाला प्रमुख संदेश क्या है?,1,पाठातील मूल्य किंवा संदेश आठवा: ईमानदारी.,पाठाचा प्रमुख संदेश ईमानदारी या मूल्याला महत्त्व देणे हा आहे.,"आदर्श व्यक्तित्व,ईमानदारी,संदेश",Important,Easy,,
Hindi Lokbharati,2.5,“ईमानदारी की प्रतिमूर्ति” की रचना-विधा क्या है?,1,रचना के साहित्यिक प्रकार पर ध्यान दें.,“ईमानदारी की प्रतिमूर्ति” की रचना-विधा संस्मरण है.,"आदर्श व्यक्तित्व,संस्मरण",Important,Easy,,
Hindi Lokbharati,2.5,“ईमानदारी की प्रतिमूर्ति” के रचनाकार कौन हैं?,1,पाठ के लेखक/कवि का नाम याद करें.,“ईमानदारी की प्रतिमूर्ति” के रचनाकार सुनील शास्त्री हैं.,"आदर्श व्यक्तित्व,सुनील शास्त्री",Important,Easy,,
Hindi Lokbharati,2.5,“ईमानदारी की प्रतिमूर्ति” में किस मानवीय मूल्य पर विशेष जोर मिलता है?,1,पाठ का मूल्य-आधारित संदेश सोचें.,इस पाठ में ईमानदारी के मानवीय मूल्य पर विशेष जोर मिलता है.,"आदर्श व्यक्तित्व,ईमानदारी,मानवीय मूल्य",Important,Easy,,
Hindi Lokbharati,2.5,“ईमानदारी की प्रतिमूर्ति” का शीर्षक पाठ के आशय से कैसे जुड़ता है?,2,शीर्षक और मुख्य विचार का संबंध बताइए.,शीर्षक आदर्श व्यक्तित्व के माध्यम से पाठ के मुख्य आशय की ओर संकेत करता है और एक आदर्श व्यक्तित्व के जीवन से सत्यनिष्ठा की प्रेरणा को स्पष्ट करता है.,"आदर्श व्यक्तित्व,शीर्षक,आशय",Important,Easy,,
Hindi Lokbharati,2.5,“ईमानदारी की प्रतिमूर्ति” से विद्यार्थियों को क्या सीख मिलती है?,2,व्यावहारिक जीवन से जोड़कर उत्तर दें.,विद्यार्थियों को ईमानदारी अपनाने और एक आदर्श व्यक्तित्व के जीवन से सत्यनिष्ठा की प्रेरणा को जीवन में उतारने की सीख मिलती है.,"आदर्श व्यक्तित्व,शिक्षा,ईमानदारी",Important,Easy,,
Hindi Lokbharati,2.5,“ईमानदारी की प्रतिमूर्ति” में लेखक/कवि ने किस दृष्टिकोण को सामने रखा है?,2,लेखक की मूल दृष्टि पहचानें.,"रचनाकार ने ईमानदारी, आदर्श और चरित्र की शक्ति को केंद्र में रखकर संवेदनशील और विचारपूर्ण दृष्टिकोण प्रस्तुत किया है.","आदर्श व्यक्तित्व,दृष्टिकोण",Important,Easy,,
Hindi Lokbharati,2.5,“ईमानदारी की प्रतिमूर्ति” का संबंध आज के जीवन से कैसे जोड़ा जा सकता है?,2,आजच्या समाजातील उदाहरणाचा विचार करा.,आज के जीवन में भी ईमानदारी आवश्यक है; इसलिए पाठ का संदेश व्यवहार में उपयोगी है.,"आदर्श व्यक्तित्व,वर्तमान जीवन,संदेश",Important,Easy,,
Hindi Lokbharati,2.5,“ईमानदारी की प्रतिमूर्ति” के आधार पर एक वाक्य में पाठ का सार लिखिए।,2,मुख्य विचार को एक वाक्य में समेटें.,"यह रचना ईमानदारी, आदर्श और चरित्र की शक्ति के माध्यम से एक आदर्श व्यक्तित्व के जीवन से सत्यनिष्ठा की प्रेरणा का प्रभावी संदेश देती है.","आदर्श व्यक्तित्व,सारांश",Important,Easy,,
