subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
Hindi,2.1,“बरषहिं जलद” पाठ का मुख्य विषय क्या है?,1,"पाठाचा मुख्य विषय लक्षात ठेवा: वर्षा ऋतु, प्रकृति और जीवन के सौंदर्य का चित्रण.","या पाठाचा मुख्य विषय वर्षा ऋतु, प्रकृति और जीवन के सौंदर्य का चित्रण आहे.","वर्षा,प्रकृति-सौंदर्य",Important,Easy,,
Hindi Lokbharati,2.1,“बरषहिं जलद” पाठ से मिलने वाला प्रमुख संदेश क्या है?,1,पाठातील मूल्य किंवा संदेश आठवा: प्रकृति-सौंदर्य.,पाठाचा प्रमुख संदेश प्रकृति-सौंदर्य या मूल्याला महत्त्व देणे हा आहे.,"वर्षा,प्रकृति-सौंदर्य,संदेश",Important,Easy,,
Hindi Lokbharati,2.1,“बरषहिं जलद” की रचना-विधा क्या है?,1,रचना के साहित्यिक प्रकार पर ध्यान दें.,“बरषहिं जलद” की रचना-विधा महाकाव्य अंश है.,"वर्षा,महाकाव्य अंश",Important,Easy,,
Hindi Lokbharati,2.1,“बरषहिं जलद” के रचनाकार कौन हैं?,1,पाठ के लेखक/कवि का नाम याद करें.,“बरषहिं जलद” के रचनाकार गोस्वामी तुलसीदास हैं.,"वर्षा,गोस्वामी तुलसीदास",Important,Easy,,
Hindi Lokbharati,2.1,“बरषहिं जलद” में किस मानवीय मूल्य पर विशेष जोर मिलता है?,1,पाठ का मूल्य-आधारित संदेश सोचें.,इस पाठ में प्रकृति-सौंदर्य के मानवीय मूल्य पर विशेष जोर मिलता है.,"वर्षा,प्रकृति-सौंदर्य,मानवीय मूल्य",Important,Easy,,
Hindi Lokbharati,2.1,“बरषहिं जलद” का शीर्षक पाठ के आशय से कैसे जुड़ता है?,2,शीर्षक और मुख्य विचार का संबंध बताइए.,शीर्षक वर्षा के माध्यम से पाठ के मुख्य आशय की ओर संकेत करता है और बादलों और वर्षा के माध्यम से प्रकृति की जीवंतता को स्पष्ट करता है.,"वर्षा,शीर्षक,आशय",Important,Easy,,
Hindi Lokbharati,2.1,“बरषहिं जलद” से विद्यार्थियों को क्या सीख मिलती है?,2,व्यावहारिक जीवन से जोड़कर उत्तर दें.,विद्यार्थियों को प्रकृति-सौंदर्य अपनाने और बादलों और वर्षा के माध्यम से प्रकृति की जीवंतता को जीवन में उतारने की सीख मिलती है.,"वर्षा,शिक्षा,प्रकृति-सौंदर्य",Important,Easy,,
Hindi Lokbharati,2.1,“बरषहिं जलद” में लेखक/कवि ने किस दृष्टिकोण को सामने रखा है?,2,लेखक की मूल दृष्टि पहचानें.,"रचनाकार ने वर्षा ऋतु, प्रकृति और जीवन के सौंदर्य का चित्रण को केंद्र में रखकर संवेदनशील और विचारपूर्ण दृष्टिकोण प्रस्तुत किया है.","वर्षा,दृष्टिकोण",Important,Easy,,
Hindi Lokbharati,2.1,“बरषहिं जलद” का संबंध आज के जीवन से कैसे जोड़ा जा सकता है?,2,आजच्या समाजातील उदाहरणाचा विचार करा.,आज के जीवन में भी प्रकृति-सौंदर्य आवश्यक है; इसलिए पाठ का संदेश व्यवहार में उपयोगी है.,"वर्षा,वर्तमान जीवन,संदेश",Important,Easy,,
Hindi Lokbharati,2.1,“बरषहिं जलद” के आधार पर एक वाक्य में पाठ का सार लिखिए।,2,मुख्य विचार को एक वाक्य में समेटें.,"यह रचना वर्षा ऋतु, प्रकृति और जीवन के सौंदर्य का चित्रण के माध्यम से बादलों और वर्षा के माध्यम से प्रकृति की जीवंतता का प्रभावी संदेश देती है.","वर्षा,सारांश",Important,Easy,,
