subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
Hindi,2.9,"“जब तक जिंदा रहूँ, लिखता रहूँ” पाठ का मुख्य विषय क्या है?",1,"पाठाचा मुख्य विषय लक्षात ठेवा: लेखन, साहित्यिक प्रतिबद्धता और निरंतर सृजन.","या पाठाचा मुख्य विषय लेखन, साहित्यिक प्रतिबद्धता और निरंतर सृजन आहे.","लेखन,सृजनशीलता",Important,Easy,,
Hindi Lokbharati,2.9,"“जब तक जिंदा रहूँ, लिखता रहूँ” पाठ से मिलने वाला प्रमुख संदेश क्या है?",1,पाठातील मूल्य किंवा संदेश आठवा: सृजनशीलता.,पाठाचा प्रमुख संदेश सृजनशीलता या मूल्याला महत्त्व देणे हा आहे.,"लेखन,सृजनशीलता,संदेश",Important,Easy,,
Hindi Lokbharati,2.9,"“जब तक जिंदा रहूँ, लिखता रहूँ” की रचना-विधा क्या है?",1,रचना के साहित्यिक प्रकार पर ध्यान दें.,"“जब तक जिंदा रहूँ, लिखता रहूँ” की रचना-विधा साक्षात्कार है.","लेखन,साक्षात्कार",Important,Easy,,
Hindi Lokbharati,2.9,"“जब तक जिंदा रहूँ, लिखता रहूँ” के रचनाकार कौन हैं?",1,पाठ के लेखक/कवि का नाम याद करें.,"“जब तक जिंदा रहूँ, लिखता रहूँ” के रचनाकार विश्वनाथ प्रसाद तिवारी हैं.","लेखन,विश्वनाथ प्रसाद तिवारी",Important,Easy,,
Hindi Lokbharati,2.9,"“जब तक जिंदा रहूँ, लिखता रहूँ” में किस मानवीय मूल्य पर विशेष जोर मिलता है?",1,पाठ का मूल्य-आधारित संदेश सोचें.,इस पाठ में सृजनशीलता के मानवीय मूल्य पर विशेष जोर मिलता है.,"लेखन,सृजनशीलता,मानवीय मूल्य",Important,Easy,,
Hindi Lokbharati,2.9,"“जब तक जिंदा रहूँ, लिखता रहूँ” का शीर्षक पाठ के आशय से कैसे जुड़ता है?",2,शीर्षक और मुख्य विचार का संबंध बताइए.,शीर्षक लेखन के माध्यम से पाठ के मुख्य आशय की ओर संकेत करता है और लेखक के अनुभवों से लेखन के प्रति समर्पण समझना को स्पष्ट करता है.,"लेखन,शीर्षक,आशय",Important,Easy,,
Hindi Lokbharati,2.9,"“जब तक जिंदा रहूँ, लिखता रहूँ” से विद्यार्थियों को क्या सीख मिलती है?",2,व्यावहारिक जीवन से जोड़कर उत्तर दें.,विद्यार्थियों को सृजनशीलता अपनाने और लेखक के अनुभवों से लेखन के प्रति समर्पण समझना को जीवन में उतारने की सीख मिलती है.,"लेखन,शिक्षा,सृजनशीलता",Important,Easy,,
Hindi Lokbharati,2.9,"“जब तक जिंदा रहूँ, लिखता रहूँ” में लेखक/कवि ने किस दृष्टिकोण को सामने रखा है?",2,लेखक की मूल दृष्टि पहचानें.,"रचनाकार ने लेखन, साहित्यिक प्रतिबद्धता और निरंतर सृजन को केंद्र में रखकर संवेदनशील और विचारपूर्ण दृष्टिकोण प्रस्तुत किया है.","लेखन,दृष्टिकोण",Important,Easy,,
Hindi Lokbharati,2.9,"“जब तक जिंदा रहूँ, लिखता रहूँ” का संबंध आज के जीवन से कैसे जोड़ा जा सकता है?",2,आजच्या समाजातील उदाहरणाचा विचार करा.,आज के जीवन में भी सृजनशीलता आवश्यक है; इसलिए पाठ का संदेश व्यवहार में उपयोगी है.,"लेखन,वर्तमान जीवन,संदेश",Important,Easy,,
Hindi Lokbharati,2.9,"“जब तक जिंदा रहूँ, लिखता रहूँ” के आधार पर एक वाक्य में पाठ का सार लिखिए।",2,मुख्य विचार को एक वाक्य में समेटें.,"यह रचना लेखन, साहित्यिक प्रतिबद्धता और निरंतर सृजन के माध्यम से लेखक के अनुभवों से लेखन के प्रति समर्पण समझना का प्रभावी संदेश देती है.","लेखन,सारांश",Important,Easy,,
