subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
Geography,6,Why is population density more useful than population alone for comparison?,1,Use the key concept and recall the related diagram or map.,It relates population size to the area occupied.,"population density,population,area, VisualTag:geo_q6_11",Practice,Medium,,
Geography,6,What is population distribution?,1,Use the key concept and recall the related diagram or map.,It is the pattern of how people are spread over an area.,"population distribution,people,area, VisualTag:geo_q6_12",Practice,Medium,,
Geography,6,How does relief influence population distribution?,1,Use the key concept and recall the related diagram or map.,Flat and accessible areas generally support more people than very rugged areas.,"relief,population distribution,plain, VisualTag:geo_q6_13",Practice,Medium,,
Geography,6,What is birth rate?,1,Use the key concept and recall the related diagram or map.,It is the number of live births per thousand people in a year.,"birth rate,population, VisualTag:geo_q6_14",Practice,Medium,,
Geography,6,What is death rate?,1,Use the key concept and recall the related diagram or map.,It is the number of deaths per thousand people in a year.,"death rate,population, VisualTag:geo_q6_15",Practice,Medium,,
Geography,6,Why do fertile plains often have high population density?,2,Use the key concept and recall the related diagram or map.,"They offer productive farmland, water and easier settlement conditions.","fertile plains,population density,agriculture, VisualTag:geo_q6_16",Practice,Hard,,
Geography,6,How can migration change population distribution?,2,Use the key concept and recall the related diagram or map.,Movement of people can increase population in receiving areas and reduce it in sending areas.,"migration,population distribution,origin,destination, VisualTag:geo_q6_17",Practice,Hard,,
Geography,6,Why is literacy rate important for population analysis?,2,Use the key concept and recall the related diagram or map.,It indicates the share of people who can read and write and helps assess social development.,"literacy rate,population,social development, VisualTag:geo_q6_18",Practice,Hard,,
Geography,6,How can population data help planning?,2,Use the key concept and recall the related diagram or map.,"It helps estimate needs for schools, hospitals, housing, transport and other services.","population data,planning,services, VisualTag:geo_q6_19",Practice,Hard,,
Geography,6,Why can population density be high in a city but low in a district containing the city?,2,Use the key concept and recall the related diagram or map.,"A district includes a larger area, so its average density can be lower.","population density,city,district,area, VisualTag:geo_q6_20",Practice,Hard,,
