subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
Geography,1,Why should a field visit have a clear objective?,1,Use the key concept and recall the related diagram or map.,It helps the student collect only relevant observations and data.,"field visit,objective,planning, VisualTag:geo_q1_11",Practice,Medium,,
Geography,1,How can a student record observations systematically?,1,Use the key concept and recall the related diagram or map.,"By using a field diary or observation table with date, place and details.","observation,field diary,recording, VisualTag:geo_q1_12",Practice,Medium,,
Geography,1,Why is sampling useful during a field survey?,1,Use the key concept and recall the related diagram or map.,It allows a manageable part of a large area or population to be studied.,"sampling,field survey,data, VisualTag:geo_q1_13",Practice,Medium,,
Geography,1,How can a map support a field visit?,1,Use the key concept and recall the related diagram or map.,It helps locate the study area and mark observed features.,"map,field visit,location, VisualTag:geo_q1_14",Practice,Medium,,
Geography,1,Why should sources of field data be noted?,1,Use the key concept and recall the related diagram or map.,They help check the reliability and origin of the information.,"field data,source,reliability, VisualTag:geo_q1_15",Practice,Medium,,
Geography,1,Design two headings for a field survey of a local market.,2,Use the key concept and recall the related diagram or map.,Useful headings are type of shops and number of customers observed.,"field survey,market,observation, VisualTag:geo_q1_16",Practice,Hard,,
Geography,1,Why should field observations be separated from personal opinions?,2,Use the key concept and recall the related diagram or map.,Separation makes the recorded data more objective and reliable.,"observation,opinion,objectivity, VisualTag:geo_q1_17",Practice,Hard,,
Geography,1,How can repeated observations improve a field study?,2,Use the key concept and recall the related diagram or map.,They reduce the effect of a one-time unusual observation.,"repeated observation,field study,reliability, VisualTag:geo_q1_18",Practice,Hard,,
Geography,1,What should a student do if two field observations conflict?,2,Use the key concept and recall the related diagram or map.,Recheck the observation and collect additional evidence before concluding.,"field observation,evidence,verification, VisualTag:geo_q1_19",Practice,Hard,,
Geography,1,How can field data be converted into a simple chart?,2,Use the key concept and recall the related diagram or map.,"Group the observations into categories, count them and plot the totals.","field data,chart,categories, VisualTag:geo_q1_20",Practice,Hard,,
