subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
Geography,8,Why are occupations linked to natural resources?,1,Use the key concept and recall the related diagram or map.,"Many livelihoods depend on resources such as soil, water, forests and minerals.","occupation,natural resources,livelihood, VisualTag:geo_q8_11",Practice,Medium,,
Geography,8,What is a primary occupation?,1,Use the key concept and recall the related diagram or map.,"An occupation that directly uses natural resources, such as farming or fishing.","primary occupation,farming,fishing, VisualTag:geo_q8_12",Practice,Medium,,
Geography,8,What is a secondary occupation?,1,Use the key concept and recall the related diagram or map.,An occupation that processes raw materials into products.,"secondary occupation,manufacturing,raw material, VisualTag:geo_q8_13",Practice,Medium,,
Geography,8,What is a tertiary occupation?,1,Use the key concept and recall the related diagram or map.,An occupation that provides services rather than directly producing or processing goods.,"tertiary occupation,services, VisualTag:geo_q8_14",Practice,Medium,,
Geography,8,Why are markets important to producers?,1,Use the key concept and recall the related diagram or map.,Markets provide places where goods can be exchanged or sold.,"market,producer,sales, VisualTag:geo_q8_15",Practice,Medium,,
Geography,8,Why do industries sometimes locate near raw materials?,2,Use the key concept and recall the related diagram or map.,It can reduce the cost and difficulty of transporting bulky raw materials.,"industry,raw materials,transport cost, VisualTag:geo_q8_16",Practice,Hard,,
Geography,8,How does transport support occupations?,2,Use the key concept and recall the related diagram or map.,"It moves workers, raw materials and finished products between places.","transport,occupation,goods,workers, VisualTag:geo_q8_17",Practice,Hard,,
Geography,8,"Why can the same region have primary, secondary and tertiary activities?",2,Use the key concept and recall the related diagram or map.,Different economic activities can be linked in one production and service chain.,"primary,secondary,tertiary,economic chain, VisualTag:geo_q8_18",Practice,Hard,,
Geography,8,How can technology change occupations?,2,Use the key concept and recall the related diagram or map.,"It can create new jobs, improve productivity and reduce demand for some tasks.","technology,occupation,productivity, VisualTag:geo_q8_19",Practice,Hard,,
Geography,8,Why do occupations vary from region to region?,2,Use the key concept and recall the related diagram or map.,"Resource availability, climate, skills, markets and infrastructure vary by place.","occupations,region,resources,climate,market, VisualTag:geo_q8_20",Practice,Hard,,
