subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
Geography,5,Why is natural vegetation influenced by rainfall?,1,Use the key concept and recall the related diagram or map.,Different plants need different amounts of water for growth.,"natural vegetation,rainfall,plants, VisualTag:geo_q5_11",Practice,Medium,,
Geography,5,Why are thorn forests found in dry regions?,1,Use the key concept and recall the related diagram or map.,Low rainfall and high evaporation favour drought-resistant plants.,"thorn forest,dry region,rainfall, VisualTag:geo_q5_12",Practice,Medium,,
Geography,5,What is biodiversity?,1,Use the key concept and recall the related diagram or map.,It is the variety of living organisms in an area.,"biodiversity,species,ecosystem, VisualTag:geo_q5_13",Practice,Medium,,
Geography,5,Why are forests important to wildlife?,1,Use the key concept and recall the related diagram or map.,"They provide food, shelter and breeding habitats.","forest,wildlife,habitat, VisualTag:geo_q5_14",Practice,Medium,,
Geography,5,What is the purpose of a wildlife sanctuary?,1,Use the key concept and recall the related diagram or map.,It protects wild animals and their habitats from harmful activities.,"wildlife sanctuary,protection,habitat, VisualTag:geo_q5_15",Practice,Medium,,
Geography,5,How does deforestation affect biodiversity?,2,Use the key concept and recall the related diagram or map.,It destroys habitats and can reduce the number and variety of species.,"deforestation,biodiversity,habitat loss, VisualTag:geo_q5_16",Practice,Hard,,
Geography,5,Why are protected areas important even when animals live outside them?,2,Use the key concept and recall the related diagram or map.,They provide safer core habitats and support conservation of populations.,"protected area,conservation,habitat, VisualTag:geo_q5_17",Practice,Hard,,
Geography,5,How can local communities help wildlife conservation?,2,Use the key concept and recall the related diagram or map.,"They can protect habitats, prevent illegal hunting and use resources sustainably.","community,wildlife conservation,sustainable use, VisualTag:geo_q5_18",Practice,Hard,,
Geography,5,Why can invasive species threaten native wildlife?,2,Use the key concept and recall the related diagram or map.,"They may compete with native species for food, space or other resources.","invasive species,native species,competition, VisualTag:geo_q5_19",Practice,Hard,,
Geography,5,How does habitat fragmentation affect animals?,2,Use the key concept and recall the related diagram or map.,It breaks continuous habitat into smaller patches and can isolate populations.,"habitat fragmentation,wildlife,population, VisualTag:geo_q5_20",Practice,Hard,,
