subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
Sanskrit,10,“नदीसूक्तम्।” या धड्याचा मुख्य विषय एका वाक्यात लिहा.,1,"मुख्य आशय, शब्द आणि संदेश लक्षात ठेवा.",नद्या जलं जीवनं कृषिं च पोषयन्ति।,"नदी, जलम्, पर्यावरणम्",Important,Easy,,
Sanskrit,10,“नदीसूक्तम्।” धड्यातून मिळणारा एक नैतिक संदेश लिहा.,1,"मुख्य आशय, शब्द आणि संदेश लक्षात ठेवा.",नद्या जलं जीवनं कृषिं च पोषयन्ति।,"नदी, जलम्, पर्यावरणम्",Important,Easy,,
Sanskrit,10,“नदीसूक्तम्।” शी संबंधित एक महत्त्वाचा संस्कृत शब्द लिहा.,1,"मुख्य आशय, शब्द आणि संदेश लक्षात ठेवा.",नदी हा महत्त्वाचा शब्द आहे.,"नदी, जलम्, पर्यावरणम्",Important,Easy,,
Sanskrit,10,विद्यार्थ्याने “नदीसूक्तम्।” मधील विचार आचरणात कसा आणावा?,1,"मुख्य आशय, शब्द आणि संदेश लक्षात ठेवा.",नद्या जलं जीवनं कृषिं च पोषयन्ति।,"नदी, जलम्, पर्यावरणम्",Practice,Easy,,
Sanskrit,10,“नदीसूक्तम्।” चा समाजजीवनाशी संबंध कसा आहे?,1,"मुख्य आशय, शब्द आणि संदेश लक्षात ठेवा.",नद्या जलं जीवनं कृषिं च पोषयन्ति।,"नदी, जलम्, पर्यावरणम्",Important,Easy,,
Sanskrit,10,“नदीसूक्तम्।” मधील विचारांचे आजच्या काळातील महत्त्व काय?,1,"मुख्य आशय, शब्द आणि संदेश लक्षात ठेवा.",नद्या जलं जीवनं कृषिं च पोषयन्ति।,"नदी, जलम्, पर्यावरणम्",Important,Easy,,
Sanskrit,10,“नदीसूक्तम्।” मध्ये कोणता सद्गुण अधोरेखित होतो?,1,"मुख्य आशय, शब्द आणि संदेश लक्षात ठेवा.",नद्या जलं जीवनं कृषिं च पोषयन्ति।,"नदी, जलम्, पर्यावरणम्",Important,Easy,,
Sanskrit,10,“नदीसूक्तम्।” चा अभ्यास करताना कोणता प्रश्न स्वतःला विचारावा?,1,"मुख्य आशय, शब्द आणि संदेश लक्षात ठेवा.",नद्या जलं जीवनं कृषिं च पोषयन्ति।,"नदी, जलम्, पर्यावरणम्",Practice,Easy,,
Sanskrit,10,“नदीसूक्तम्।” मधील मुख्य संकल्पना स्पष्ट करा.,1,"मुख्य आशय, शब्द आणि संदेश लक्षात ठेवा.",नद्या जलं जीवनं कृषिं च पोषयन्ति।,"नदी, जलम्, पर्यावरणम्",Important,Easy,,
Sanskrit,10,“नदीसूक्तम्।” चा एक सकारात्मक परिणाम लिहा.,1,"मुख्य आशय, शब्द आणि संदेश लक्षात ठेवा.",नद्या जलं जीवनं कृषिं च पोषयन्ति।,"नदी, जलम्, पर्यावरणम्",Important,Easy,,
Sanskrit,10,“नदीसूक्तम्।” चा संक्षिप्त सारांश लिहा.,2,"मुख्य आशय, शब्द आणि संदेश लक्षात ठेवा.",नद्या जलं जीवनं कृषिं च पोषयन्ति।,"नदी, जलम्, पर्यावरणम्",Important,Medium,,
Sanskrit,10,“नदीसूक्तम्।” मधून मिळणारी जीवनकौशल्याची शिकवण काय?,2,"मुख्य आशय, शब्द आणि संदेश लक्षात ठेवा.",नद्या जलं जीवनं कृषिं च पोषयन्ति।,"नदी, जलम्, पर्यावरणम्",Practice,Medium,,
Sanskrit,10,“नदीसूक्तम्।” मधील विचार आणि जबाबदारी यांचा संबंध लिहा.,2,"मुख्य आशय, शब्द आणि संदेश लक्षात ठेवा.",नद्या जलं जीवनं कृषिं च पोषयन्ति।,"नदी, जलम्, पर्यावरणम्",Important,Medium,,
