subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
Geography,4,What is climate?,1,Recall the key definition or point.,The long-term average pattern of weather of a place.,"Geography,Class 10,Chapter 4",Practice,Easy,,
Geography,4,What is weather?,1,Recall the key definition or point.,The short-term condition of the atmosphere at a place.,"Geography,Class 10,Chapter 4",Practice,Easy,,
Geography,4,Which monsoon is most important for India?,1,Recall the key definition or point.,The southwest monsoon.,"Geography,Class 10,Chapter 4",Practice,Easy,,
Geography,4,Name one factor affecting climate.,1,Recall the key definition or point.,Latitude.,"Geography,Class 10,Chapter 4",Practice,Easy,,
Geography,4,How does altitude affect temperature?,1,Recall the key definition or point.,Temperature generally decreases as altitude increases.,"Geography,Class 10,Chapter 4",Practice,Easy,,
Geography,4,What is rainfall?,1,Recall the key definition or point.,Water falling from the atmosphere to the Earth in forms such as rain.,"Geography,Class 10,Chapter 4",Practice,Easy,,
Geography,4,Why is monsoon important to India?,1,Recall the key definition or point.,It supplies a major part of the rainfall needed for agriculture and water resources.,"Geography,Class 10,Chapter 4",Practice,Easy,,
Geography,4,What is the retreating monsoon?,1,Recall the key definition or point.,The seasonal withdrawal of the southwest monsoon from India.,"Geography,Class 10,Chapter 4",Practice,Easy,,
Geography,4,Name one region receiving very high rainfall in India.,1,Recall the key definition or point.,The western slopes of the Western Ghats.,"Geography,Class 10,Chapter 4",Practice,Easy,,
Geography,4,How does climate affect human life?,1,Recall the key definition or point.,"It influences agriculture, clothing, housing and occupations.","Geography,Class 10,Chapter 4",Practice,Easy,,
