subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
Geography,3,Name the major physiographic divisions of India.,1,Recall the key definition or point.,"The Himalayas, Northern Plains, Peninsular Plateau, Coastal Plains and Islands.","Geography,Class 10,Chapter 3",Practice,Easy,,
Geography,3,What is drainage?,1,Recall the key definition or point.,The system of rivers and streams that drains an area.,"Geography,Class 10,Chapter 3",Practice,Easy,,
Geography,3,What is a river basin?,1,Recall the key definition or point.,The area drained by a river and its tributaries.,"Geography,Class 10,Chapter 3",Practice,Easy,,
Geography,3,Name one major Himalayan river.,1,Recall the key definition or point.,The Ganga.,"Geography,Class 10,Chapter 3",Practice,Easy,,
Geography,3,Name one major Peninsular river.,1,Recall the key definition or point.,The Godavari.,"Geography,Class 10,Chapter 3",Practice,Easy,,
Geography,3,Why are Northern Plains fertile?,1,Recall the key definition or point.,Rivers deposit fertile alluvial soil over the plains.,"Geography,Class 10,Chapter 3",Practice,Easy,,
Geography,3,What is a tributary?,1,Recall the key definition or point.,A smaller river or stream that joins a main river.,"Geography,Class 10,Chapter 3",Practice,Easy,,
Geography,3,What is a watershed?,1,Recall the key definition or point.,An elevated area separating two drainage basins.,"Geography,Class 10,Chapter 3",Practice,Easy,,
Geography,3,Give one importance of rivers.,1,Recall the key definition or point.,"They provide water for agriculture, domestic use and other activities.","Geography,Class 10,Chapter 3",Practice,Easy,,
Geography,3,Why are physiographic divisions important?,1,Recall the key definition or point.,"They influence climate, soil, drainage, agriculture and settlement.","Geography,Class 10,Chapter 3",Practice,Easy,,
