subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
Geography,9,What is tourism?,1,Recall the key definition or point.,"Travel to places outside one’s usual environment for leisure, business or other purposes.","Geography,Class 10,Chapter 9",Practice,Easy,,
Geography,9,What is domestic tourism?,1,Recall the key definition or point.,Travel by residents within their own country.,"Geography,Class 10,Chapter 9",Practice,Easy,,
Geography,9,What is international tourism?,1,Recall the key definition or point.,Travel across national borders for tourism purposes.,"Geography,Class 10,Chapter 9",Practice,Easy,,
Geography,9,Name one natural tourist attraction in India.,1,Recall the key definition or point.,The Himalayas.,"Geography,Class 10,Chapter 9",Practice,Easy,,
Geography,9,Name one historical tourist attraction in India.,1,Recall the key definition or point.,The Taj Mahal.,"Geography,Class 10,Chapter 9",Practice,Easy,,
Geography,9,How does tourism generate employment?,1,Recall the key definition or point.,"It creates jobs in hotels, transport, guiding, food services and related activities.","Geography,Class 10,Chapter 9",Practice,Easy,,
Geography,9,What is eco-tourism?,1,Recall the key definition or point.,Tourism that aims to enjoy natural areas while supporting conservation and local communities.,"Geography,Class 10,Chapter 9",Practice,Easy,,
Geography,9,State one negative effect of uncontrolled tourism.,1,Recall the key definition or point.,Environmental pollution.,"Geography,Class 10,Chapter 9",Practice,Easy,,
Geography,9,Why is tourism important to the economy?,1,Recall the key definition or point.,"It generates income, employment and foreign exchange.","Geography,Class 10,Chapter 9",Practice,Easy,,
Geography,9,How can sustainable tourism be promoted?,1,Recall the key definition or point.,"By protecting destinations, managing waste and respecting local communities.","Geography,Class 10,Chapter 9",Practice,Easy,,
