subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
Geography,1,What is the main purpose of a field visit in geography?,1,Recall the key definition or point.,To observe and study geographical features directly in the field.,"Geography,Class 10,Chapter 1",Practice,Easy,,
Geography,1,What should be prepared before a field visit?,1,Recall the key definition or point.,"An itinerary, map, questionnaire, stationery and required safety arrangements.","Geography,Class 10,Chapter 1",Practice,Easy,,
Geography,1,Why is a field diary useful?,1,Recall the key definition or point.,"It records observations, measurements and important details during the visit.","Geography,Class 10,Chapter 1",Practice,Easy,,
Geography,1,What is meant by observation in a field study?,1,Recall the key definition or point.,Careful examination and recording of features at the study site.,"Geography,Class 10,Chapter 1",Practice,Easy,,
Geography,1,Why are photographs useful during a field visit?,1,Recall the key definition or point.,They provide visual evidence of the features observed.,"Geography,Class 10,Chapter 1",Practice,Easy,,
Geography,1,What is a questionnaire?,1,Recall the key definition or point.,A set of questions prepared to collect information from people.,"Geography,Class 10,Chapter 1",Practice,Easy,,
Geography,1,Why is location important in a field study?,1,Recall the key definition or point.,It helps relate observations to a specific geographical place.,"Geography,Class 10,Chapter 1",Practice,Easy,,
Geography,1,What is primary data in a field visit?,1,Recall the key definition or point.,Information collected directly by the investigator.,"Geography,Class 10,Chapter 1",Practice,Easy,,
Geography,1,State one safety rule for a field visit.,1,Recall the key definition or point.,Follow the teacher or guide and avoid unsafe places.,"Geography,Class 10,Chapter 1",Practice,Easy,,
Geography,1,How does a field visit improve geographical learning?,1,Recall the key definition or point.,It connects textbook concepts with real-world observations.,"Geography,Class 10,Chapter 1",Practice,Easy,,
