subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
Marathi Kumarbharati,20,“सर्व विश्वचि व्हावे सुखी” या पाठाचा मुख्य आशय काय आहे?,1,"पाठातील मुख्य आशय, प्रसंग किंवा मूल्य लक्षात ठेवा.","सर्व विश्वचि व्हावे सुखी या विचारातील विश्वबंधुत्व, सर्वांच्या कल्याणाची भावना आणि समतेचा संदेश हा या पाठाचा केंद्रस्थानी असलेला आशय आहे.","सर्व_विश्वचि_व्हावे_सुखी,SSC,Revision",Important,Easy,,
Marathi Kumarbharati,20,"सर्व विश्वचि व्हावे सुखी या विचारातील विश्वबंधुत्व, सर्वांच्या कल्याणाची भावना आणि समतेचा संदेश यातील कोणता मुद्दा सर्वाधिक महत्त्वाचा आहे?",1,"पाठातील मुख्य आशय, प्रसंग किंवा मूल्य लक्षात ठेवा.","या पाठातून सर्व विश्वचि व्हावे सुखी या विचारातील विश्वबंधुत्व, सर्वांच्या कल्याणाची भावना आणि समतेचा संदेश यांचे महत्त्व स्पष्ट होते.","सर्व_विश्वचि_व्हावे_सुखी,SSC,Revision",Important,Easy,,
Marathi Kumarbharati,20,“सर्व विश्वचि व्हावे सुखी” मधील प्रमुख मूल्य कोणते आहे?,1,"पाठातील मुख्य आशय, प्रसंग किंवा मूल्य लक्षात ठेवा.","यातून प्रयत्न, संवेदनशीलता आणि सकारात्मक मूल्यांची जाणीव होते.","सर्व_विश्वचि_व्हावे_सुखी,SSC,Revision",Important,Easy,,
Marathi Kumarbharati,20,पाठातील व्यक्ती/विचार विद्यार्थ्यांसाठी प्रेरणादायी कसा ठरतो?,1,"पाठातील मुख्य आशय, प्रसंग किंवा मूल्य लक्षात ठेवा.",पात्र/विचार अडचणींवर मात करून मूल्याधिष्ठित कृतीची प्रेरणा देतो.,"सर्व_विश्वचि_व्हावे_सुखी,SSC,Revision",Important,Easy,,
Marathi Kumarbharati,20,या पाठातून मानवी नात्यांविषयी काय शिकायला मिळते?,1,"पाठातील मुख्य आशय, प्रसंग किंवा मूल्य लक्षात ठेवा.","आपुलकी, समजूतदारपणा आणि जबाबदारी यांचे महत्त्व जाणवते.","सर्व_विश्वचि_व्हावे_सुखी,SSC,Revision",Important,Easy,,
Marathi Kumarbharati,20,लेखक/कवीने सर्व या केंद्रविषयाकडे कोणत्या दृष्टीने पाहिले आहे?,1,"पाठातील मुख्य आशय, प्रसंग किंवा मूल्य लक्षात ठेवा.",लेखक/कवीने संवेदनशील आणि जीवनाशी जोडलेली दृष्टी स्वीकारली आहे.,"सर्व_विश्वचि_व्हावे_सुखी,SSC,Revision",Important,Easy,,
Marathi Kumarbharati,20,या पाठातील संघर्ष किंवा आव्हान कोणते आहे आणि त्यावर कशी मात केली जाते?,1,"पाठातील मुख्य आशय, प्रसंग किंवा मूल्य लक्षात ठेवा.","आव्हानांना धैर्य, सातत्य आणि विचारपूर्वक कृतीने सामोरे जाण्याचा संदेश मिळतो.","सर्व_विश्वचि_व्हावे_सुखी,SSC,Revision",Important,Easy,,
Marathi Kumarbharati,20,पाठातील एखाद्या महत्त्वाच्या प्रसंगातून कोणता बोध मिळतो?,1,"पाठातील मुख्य आशय, प्रसंग किंवा मूल्य लक्षात ठेवा.",त्या प्रसंगातून प्रतिकूल परिस्थितीतही योग्य मूल्ये टिकवण्याचा बोध मिळतो.,"सर्व_विश्वचि_व्हावे_सुखी,SSC,Revision",Important,Easy,,
Marathi Kumarbharati,20,“सर्व विश्वचि व्हावे सुखी” या शीर्षकाची समर्पकता स्पष्ट करा.,1,"पाठातील मुख्य आशय, प्रसंग किंवा मूल्य लक्षात ठेवा.",शीर्षक पाठातील मुख्य विचार किंवा केंद्रस्थानी असलेल्या अनुभवाशी थेट संबंधित आहे.,"सर्व_विश्वचि_व्हावे_सुखी,SSC,Revision",Important,Easy,,
Marathi Kumarbharati,20,पाठातील आशावादी विचार स्पष्ट करा.,1,"पाठातील मुख्य आशय, प्रसंग किंवा मूल्य लक्षात ठेवा.",अडचणी असूनही आशावादी राहून प्रयत्न करण्याची प्रेरणा मिळते.,"सर्व_विश्वचि_व्हावे_सुखी,SSC,Revision",Important,Easy,,
