subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
Hindi,23.6,“सूर्य” का एक पर्यायवाची शब्द लिखिए।,1,आकाश में प्रकाश देणाऱ्या वस्तूचा दुसरा नाम याद करें।,रवि।,पर्यायवाची,Important,Easy,,
Hindi,23.6,“जल” का एक पर्यायवाची शब्द लिखिए।,1,पानी का दूसरा शब्द बताइए।,नीर।,पर्यायवाची,Important,Easy,,
Hindi,23.6,“आशा” का विलोम शब्द क्या है?।,1,उम्मीद के विपरीत अर्थ वाला शब्द सोचिए।,निराशा।,विलोम,Important,Easy,,
Hindi,23.6,“लाभ” का विलोम शब्द क्या है?।,1,लाभ के विपरीत अर्थ वाला शब्द बताइए।,हानि।,विलोम,Important,Easy,,
Hindi,23.6,“पृथ्वी” के दो पर्यायवाची लिखिए।,1,धरती के दो प्रचलित नाम याद करें।,धरती और धरा।,पर्यायवाची,Important,Easy,,
Hindi,23.6,“सूर्य” का दो पर्यायवाची शब्द लिखिए — अभ्यास प्रश्न 6.,1,आकाश में प्रकाश देणाऱ्या वस्तूचा दुसरा नाम याद करें।,रवि।,पर्यायवाची,Important,Easy,,
Hindi,23.6,“जल” का एक पर्यायवाची शब्द लिखिए — अभ्यास प्रश्न 7.,1,पानी का दूसरा शब्द बताइए।,नीर।,पर्यायवाची,Important,Easy,,
Hindi,23.6,“आशा” का विलोम शब्द क्या है? — अभ्यास प्रश्न 8.,1,उम्मीद के विपरीत अर्थ वाला शब्द सोचिए।,निराशा।,विलोम,Important,Easy,,
Hindi,23.6,“लाभ” का विलोम शब्द क्या है? — अभ्यास प्रश्न 9.,1,लाभ के विपरीत अर्थ वाला शब्द बताइए।,हानि।,विलोम,Important,Easy,,
Hindi,23.6,“पृथ्वी” के दो पर्यायवाची लिखिए — अभ्यास प्रश्न 10.,1,धरती के दो प्रचलित नाम याद करें।,धरती और धरा।,पर्यायवाची,Important,Easy,,
Hindi,23.6,“सूर्य” का एक पर्यायवाची शब्द लिखिए — अभ्यास प्रश्न 11.,2,आकाश में प्रकाश देणाऱ्या वस्तूचा दुसरा नाम याद करें।,रवि।,पर्यायवाची,Important,Medium,,
Hindi,23.6,“जल” का दो पर्यायवाची शब्द लिखिए — अभ्यास प्रश्न 12.,2,पानी का दूसरा शब्द बताइए।,नीर।,पर्यायवाची,Important,Medium,,
Hindi,23.6,“आशा” का विलोम शब्द क्या है? — अभ्यास प्रश्न 13.,2,उम्मीद के विपरीत अर्थ वाला शब्द सोचिए।,निराशा।,विलोम,Important,Medium,,
Hindi,23.6,“लाभ” का विलोम शब्द क्या है? — अभ्यास प्रश्न 14.,2,लाभ के विपरीत अर्थ वाला शब्द बताइए।,हानि।,विलोम,Important,Medium,,
Hindi,23.6,“पृथ्वी” के दो पर्यायवाची लिखिए — अभ्यास प्रश्न 15.,2,धरती के दो प्रचलित नाम याद करें।,धरती और धरा।,पर्यायवाची,Important,Medium,,
Hindi,23.6,“सूर्य” का दो पर्यायवाची शब्द लिखिए — अभ्यास प्रश्न 16.,2,आकाश में प्रकाश देणाऱ्या वस्तूचा दुसरा नाम याद करें।,रवि।,पर्यायवाची,Important,Medium,,
Hindi,23.6,“जल” का एक पर्यायवाची शब्द लिखिए — अभ्यास प्रश्न 17.,4,पानी का दूसरा शब्द बताइए।,नीर।,पर्यायवाची,Important,Hard,,
Hindi,23.6,“आशा” का विलोम शब्द क्या है? — अभ्यास प्रश्न 18.,4,उम्मीद के विपरीत अर्थ वाला शब्द सोचिए।,निराशा।,विलोम,Important,Hard,,
Hindi,23.6,“लाभ” का विलोम शब्द क्या है? — अभ्यास प्रश्न 19.,4,लाभ के विपरीत अर्थ वाला शब्द बताइए।,हानि।,विलोम,Important,Hard,,
Hindi,23.6,“पृथ्वी” के दो पर्यायवाची लिखिए — अभ्यास प्रश्न 20.,4,धरती के दो प्रचलित नाम याद करें।,धरती और धरा।,पर्यायवाची,Important,Hard,,
