subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
Hindi,23.9,मित्र को जन्मदिन की शुभकामना देने वाले पत्र की शुरुआत कैसे करेंगे?।,1,अनौपचारिक पत्र में संबोधन से शुरुआत करें।,"प्रिय मित्र/प्रिय मित्रा, जैसे उपयुक्त संबोधन से शुरुआत करेंगे।",पत्रलेखन,Important,Easy,,
Hindi,23.9,औपचारिक पत्र में विषय लिखना क्यों आवश्यक है?।,1,पत्र का उद्देश्य स्पष्ट करने पर ध्यान दें।,पत्र का मुख्य उद्देश्य संक्षेप में स्पष्ट करने के लिए विषय लिखा जाता है।,पत्रलेखन,Important,Easy,,
Hindi,23.9,अनुच्छेद लेखन में शीर्षक का क्या महत्व है?।,1,विषय की दिशा स्पष्ट करने पर ध्यान दें।,शीर्षकामुळे विषय स्पष्ट होतो आणि लेखनाला योग्य दिशा मिळते.,अनुच्छेद,Important,Easy,,
Hindi,23.9,“स्वच्छता का महत्व” विषय पर अनुच्छेद में किन मुद्दों को शामिल करेंगे?।,1,"स्वास्थ्य, पर्यावरण और जिम्मेदारी सोचिए।","स्वास्थ्य, पर्यावरण, स्वच्छ आदतें और नागरिक जिम्मेदारी जैसे मुद्दे शामिल करेंगे।","अनुच्छेद,स्वच्छता",Important,Easy,,
Hindi,23.9,पत्र के अंत में विनम्र भाषा का प्रयोग क्यों करना चाहिए?।,1,प्राप्तकर्ता के प्रति सम्मान सोचिए।,प्राप्तकर्ता के प्रति सम्मान और शिष्टाचार बनाए रखने के लिए।,पत्रलेखन,Important,Easy,,
Hindi,23.9,मित्र को जन्मदिन की शुभकामना देने वाले पत्र की शुरुआत कैसे करेंगे? — अभ्यास प्रश्न 6.,1,अनौपचारिक पत्र में संबोधन से शुरुआत करें।,"प्रिय मित्र/प्रिय मित्रा, जैसे उपयुक्त संबोधन से शुरुआत करेंगे।",पत्रलेखन,Important,Easy,,
Hindi,23.9,औपचारिक पत्र में विषय लिखना क्यों आवश्यक है? — अभ्यास प्रश्न 7.,1,पत्र का उद्देश्य स्पष्ट करने पर ध्यान दें।,पत्र का मुख्य उद्देश्य संक्षेप में स्पष्ट करने के लिए विषय लिखा जाता है।,पत्रलेखन,Important,Easy,,
Hindi,23.9,अनुच्छेद लेखन में शीर्षक का क्या महत्व है? — अभ्यास प्रश्न 8.,1,विषय की दिशा स्पष्ट करने पर ध्यान दें।,शीर्षकामुळे विषय स्पष्ट होतो आणि लेखनाला योग्य दिशा मिळते.,अनुच्छेद,Important,Easy,,
Hindi,23.9,“स्वच्छता का महत्व” विषय पर अनुच्छेद में किन मुद्दों को शामिल करेंगे? — अभ्यास प्रश्न 9.,1,"स्वास्थ्य, पर्यावरण और जिम्मेदारी सोचिए।","स्वास्थ्य, पर्यावरण, स्वच्छ आदतें और नागरिक जिम्मेदारी जैसे मुद्दे शामिल करेंगे।","अनुच्छेद,स्वच्छता",Important,Easy,,
Hindi,23.9,पत्र के अंत में विनम्र भाषा का प्रयोग क्यों करना चाहिए? — अभ्यास प्रश्न 10.,1,प्राप्तकर्ता के प्रति सम्मान सोचिए।,प्राप्तकर्ता के प्रति सम्मान और शिष्टाचार बनाए रखने के लिए।,पत्रलेखन,Important,Easy,,
Hindi,23.9,मित्र को जन्मदिन की शुभकामना देने वाले पत्र की शुरुआत कैसे करेंगे? — अभ्यास प्रश्न 11.,2,अनौपचारिक पत्र में संबोधन से शुरुआत करें।,"प्रिय मित्र/प्रिय मित्रा, जैसे उपयुक्त संबोधन से शुरुआत करेंगे।",पत्रलेखन,Important,Medium,,
Hindi,23.9,औपचारिक पत्र में विषय लिखना क्यों आवश्यक है? — अभ्यास प्रश्न 12.,2,पत्र का उद्देश्य स्पष्ट करने पर ध्यान दें।,पत्र का मुख्य उद्देश्य संक्षेप में स्पष्ट करने के लिए विषय लिखा जाता है।,पत्रलेखन,Important,Medium,,
Hindi,23.9,अनुच्छेद लेखन में शीर्षक का क्या महत्व है? — अभ्यास प्रश्न 13.,2,विषय की दिशा स्पष्ट करने पर ध्यान दें।,शीर्षकामुळे विषय स्पष्ट होतो आणि लेखनाला योग्य दिशा मिळते.,अनुच्छेद,Important,Medium,,
Hindi,23.9,“स्वच्छता का महत्व” विषय पर अनुच्छेद में किन मुद्दों को शामिल करेंगे? — अभ्यास प्रश्न 14.,2,"स्वास्थ्य, पर्यावरण और जिम्मेदारी सोचिए।","स्वास्थ्य, पर्यावरण, स्वच्छ आदतें और नागरिक जिम्मेदारी जैसे मुद्दे शामिल करेंगे।","अनुच्छेद,स्वच्छता",Important,Medium,,
Hindi,23.9,पत्र के अंत में विनम्र भाषा का प्रयोग क्यों करना चाहिए? — अभ्यास प्रश्न 15.,2,प्राप्तकर्ता के प्रति सम्मान सोचिए।,प्राप्तकर्ता के प्रति सम्मान और शिष्टाचार बनाए रखने के लिए।,पत्रलेखन,Important,Medium,,
Hindi,23.9,मित्र को जन्मदिन की शुभकामना देने वाले पत्र की शुरुआत कैसे करेंगे? — अभ्यास प्रश्न 16.,2,अनौपचारिक पत्र में संबोधन से शुरुआत करें।,"प्रिय मित्र/प्रिय मित्रा, जैसे उपयुक्त संबोधन से शुरुआत करेंगे।",पत्रलेखन,Important,Medium,,
