subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
Mathematics Part II,5,"Write the distance formula between points (x1,y1) and (x2,y2).",1,It comes from Pythagoras theorem.,Distance = √[(x2−x1)²+(y2−y1)²].,"distance formula,coordinates",Practice,Easy,,
Mathematics Part II,5,"Find the distance between (0,0) and (3,4).",1,Use the distance formula.,√(3²+4²)=5.,"distance,origin",Practice,Easy,,
Mathematics Part II,5,"Find the midpoint of (2,4) and (6,8).",1,Average x-coordinates and y-coordinates.,"Midpoint=((2+6)/2,(4+8)/2)=(4,6).","midpoint,coordinates",Practice,Easy,,
Mathematics Part II,5,"Write the midpoint formula for A(x1,y1), B(x2,y2).",1,Average the coordinates.,"M=((x1+x2)/2,(y1+y2)/2).",midpoint formula,Practice,Easy,,
Mathematics Part II,5,"Find the distance between (−2,3) and (4,3).",1,The y-coordinates are equal.,Distance=|4−(−2)|=6 units.,"distance,horizontal line",Practice,Easy,,
Mathematics Part II,5,"Find the distance between (5,−1) and (5,7).",1,The x-coordinates are equal.,Distance=|7−(−1)|=8 units.,"distance,vertical line",Practice,Easy,,
Mathematics Part II,5,"Find the midpoint of (−4,2) and (2,6).",1,Average coordinates.,"Midpoint=(−1,4).","midpoint,negative coordinates",Practice,Easy,,
Mathematics Part II,5,"A point P divides A(0,0), B(6,9) internally in ratio 1:2. Find P.",1,Use section formula with AP:PB=1:2.,"P=((1×6+2×0)/3,(1×9+2×0)/3)=(2,3).","section formula,ratio",Practice,Easy,,
Mathematics Part II,5,Write the internal section formula for AP:PB=m:n.,1,Weights are opposite endpoints.,"P=((m x2+n x1)/(m+n),(m y2+n y1)/(m+n)).",section formula,Practice,Easy,,
Mathematics Part II,5,"Find the point dividing A(2,2), B(8,5) in ratio 1:1.",1,A 1:1 division is the midpoint.,"P=(5,3.5).","section,midpoint",Practice,Easy,,
Mathematics Part II,5,"Find the slope of the line through (1,2) and (5,10).",2,Use (y2−y1)/(x2−x1).,Slope=(10−2)/(5−1)=8/4=2.,"slope,coordinates",Practice,Medium,,
Mathematics Part II,5,What is the slope of a horizontal line?,2,Its y-value does not change.,0.,"slope,horizontal",Practice,Medium,,
Mathematics Part II,5,What happens to the slope formula for a vertical line?,2,x2−x1 becomes zero.,The slope is undefined because division by zero occurs.,"slope,vertical",Practice,Medium,,
Mathematics Part II,5,"Check whether A(0,0), B(2,2), C(4,4) are collinear.",2,Compare slopes AB and BC.,Slope AB=1 and slope BC=1; hence the points are collinear.,"collinear,slope",Practice,Medium,,
Mathematics Part II,5,"Find the distance between A(1,1) and B(7,9).",2,Use differences 6 and 8.,Distance=√(6²+8²)=10 units.,"distance,6-8-10",Practice,Medium,,
Mathematics Part II,5,"Find the midpoint of endpoints (3,−5) and (−1,7).",2,Average coordinates.,"Midpoint=(1,1).",midpoint,Practice,Medium,,
Mathematics Part II,5,"A point P(3,4) is how far from the origin?",3,Use √(x²+y²).,5 units.,"origin,distance",Practice,Hard,,
Mathematics Part II,5,"Find k if the distance between (0,0) and (k,0) is 7 units and k is positive.",3,"On x-axis, distance from origin is |k|.",k=7.,"distance,x-axis",Practice,Hard,,
Mathematics Part II,5,"The midpoint of A(2,3) and B(x,7) is (5,5). Find x.",3,Use (2+x)/2=5.,"2+x=10, so x=8.","midpoint,unknown coordinate",Practice,Hard,,
Mathematics Part II,5,"Show that the triangle with points A(0,0), B(3,0), C(0,4) is right-angled at A.",3,AB lies on x-axis and AC on y-axis; or use side lengths.,"AB=3, AC=4, BC=5 and 3²+4²=5², so ∠A=90°.","coordinates,right triangle,pythagoras",Practice,Hard,,
