subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
Mathematics Part II,7,Write the formula for curved surface area of a cylinder.,1,Use circumference × height.,CSA = 2πrh.,"cylinder,CSA",Practice,Easy,,
Mathematics Part II,7,Write the formula for total surface area of a cylinder.,1,Add two circular bases to curved surface area.,TSA = 2πr(h+r).,"cylinder,TSA",Practice,Easy,,
Mathematics Part II,7,Write the formula for volume of a cylinder.,1,Base area × height.,V = πr²h.,"cylinder,volume",Practice,Easy,,
Mathematics Part II,7,Write the formula for curved surface area of a cone.,1,Use radius and slant height.,CSA = πrl.,"cone,CSA",Practice,Easy,,
Mathematics Part II,7,Write the formula for volume of a cone.,1,It is one-third the corresponding cylinder.,V = (1/3)πr²h.,"cone,volume",Practice,Easy,,
Mathematics Part II,7,Write the formula for surface area of a sphere.,1,Recall sphere area.,Surface area = 4πr².,"sphere,surface area",Practice,Easy,,
Mathematics Part II,7,Write the formula for volume of a sphere.,1,Recall sphere volume.,V = (4/3)πr³.,"sphere,volume",Practice,Easy,,
Mathematics Part II,7,"Find the volume of a cylinder with r=3 cm, h=5 cm. Leave answer in terms of π.",1,Use πr²h.,V=π×9×5=45π cm³.,"cylinder,volume",Practice,Easy,,
Mathematics Part II,7,"Find the curved surface area of a cylinder with r=7 cm, h=10 cm using π=22/7.",1,Use 2πrh.,CSA=2×22/7×7×10=440 cm².,"cylinder,CSA",Practice,Easy,,
Mathematics Part II,7,A cone has r=3 cm and h=4 cm. Find its slant height.,1,Use l²=r²+h².,l=√(9+16)=5 cm.,"cone,slant height",Practice,Easy,,
Mathematics Part II,7,"Find the curved surface area of the cone r=3 cm, l=5 cm.",2,Use πrl.,CSA=15π cm².,"cone,CSA",Practice,Medium,,
Mathematics Part II,7,"Find the volume of a cone with r=3 cm, h=4 cm.",2,Use (1/3)πr²h.,V=(1/3)π×9×4=12π cm³.,"cone,volume",Practice,Medium,,
Mathematics Part II,7,Find the surface area of a sphere of radius 7 cm using π=22/7.,2,Use 4πr².,4×22/7×49=616 cm².,"sphere,surface area",Practice,Medium,,
Mathematics Part II,7,Find the volume of a sphere of radius 3 cm in terms of π.,2,Use (4/3)πr³.,V=(4/3)π×27=36π cm³.,"sphere,volume",Practice,Medium,,
Mathematics Part II,7,A hemisphere has radius 4 cm. Write its curved surface area in terms of π.,2,CSA of hemisphere=2πr².,CSA=2π×16=32π cm².,"hemisphere,CSA",Practice,Medium,,
Mathematics Part II,7,A hemisphere has radius 4 cm. Write its total surface area in terms of π.,2,TSA includes circular base.,TSA=3πr²=48π cm².,"hemisphere,TSA",Practice,Medium,,
Mathematics Part II,7,A cylindrical tank has radius 2 m and height 3 m. Find its capacity in cubic metres.,3,Use πr²h.,Capacity=π×4×3=12π m³.,"cylinder,tank,capacity",Practice,Hard,,
Mathematics Part II,7,A solid sphere of radius 3 cm is melted to form small spheres of radius 1 cm. How many small spheres are formed?,3,Volumes are conserved and sphere volume is proportional to r³.,Number=3³/1³=27.,"volume conservation,sphere",Practice,Hard,,
Mathematics Part II,7,A cone and cylinder have the same base radius and height. What is the ratio of their volumes?,3,Cone volume is one-third cylinder volume.,Cone : Cylinder = 1:3.,"cone,cylinder,volume ratio",Practice,Hard,,
Mathematics Part II,7,A cylinder has radius doubled while height stays the same. By what factor does its volume change?,3,Volume is proportional to r².,Volume becomes 2²=4 times.,"scaling,cylinder,volume",Practice,Hard,,
