subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
Mathematics Part II,1,State the Basic Proportionality Theorem (BPT).,1,Recall the condition of a line parallel to one side of a triangle.,A line parallel to one side of a triangle divides the other two sides in the same ratio.,"similarity,BPT,triangle",Practice,Easy,,
Mathematics Part II,1,"In ΔABC, DE ∥ BC, D lies on AB and E on AC. If AD=3 cm, DB=2 cm and AE=4.5 cm, find EC.",1,Use AD/DB = AE/EC.,"3/2 = 4.5/EC, so EC = 3 cm.","BPT,ratio,parallel",Practice,Easy,,
Mathematics Part II,1,"If two triangles are equiangular, what can you say about them?",1,Use the AAA similarity criterion.,They are similar triangles.,"AAA,similar triangles",Practice,Easy,,
Mathematics Part II,1,Write the SAS similarity criterion.,1,Compare one angle and the including sides.,"If one angle of two triangles is equal and the including sides are proportional, the triangles are similar.","SAS,criterion,similarity",Practice,Easy,,
Mathematics Part II,1,Write the SSS similarity criterion.,1,Compare all three corresponding sides.,"If the corresponding sides of two triangles are proportional, the triangles are similar.","SSS,criterion,similarity",Practice,Easy,,
Mathematics Part II,1,The corresponding sides of two similar triangles are in the ratio 2:3. Find the ratio of their areas.,1,Square the ratio of corresponding sides.,Area ratio = 2²:3² = 4:9.,"area,similarity,ratio",Practice,Easy,,
Mathematics Part II,1,The areas of two similar triangles are 25 cm² and 49 cm². Find the ratio of corresponding sides.,1,Take the square root of the area ratio.,Side ratio = √25:√49 = 5:7.,"area,side ratio,similar triangles",Practice,Easy,,
Mathematics Part II,1,"In similar triangles, if AB/DE = 3/5 and DE=20 cm, find AB.",1,Use AB = (3/5)×DE.,AB = 12 cm.,"similarity,proportion",Practice,Easy,,
Mathematics Part II,1,"In ΔABC, DE ∥ BC. If AD=4 cm, AB=10 cm and AC=15 cm, find AE.",1,Use AD/AB = AE/AC.,"4/10 = AE/15, so AE = 6 cm.","BPT,parallel,proportion",Practice,Easy,,
Mathematics Part II,1,"Can two triangles with sides 3,4,5 and 6,8,10 be similar? Give reason.",1,Compare corresponding side ratios.,"Yes. 3/6 = 4/8 = 5/10 = 1/2, so they are similar by SSS.","SSS,similarity,ratio",Practice,Easy,,
Mathematics Part II,1,A 1.5 m stick casts a 2 m shadow. At the same time a tree casts a 12 m shadow. Find the height of the tree.,2,Use similar triangles formed by height and shadow.,"h/12 = 1.5/2, hence h = 9 m.","similarity,shadow,application",Practice,Medium,,
Mathematics Part II,1,"In ΔABC, DE ∥ BC. Prove that AD/DB = AE/EC.",2,Apply BPT.,"Since DE is parallel to BC, by BPT it divides AB and AC proportionally; hence AD/DB = AE/EC.","proof,BPT,parallel",Practice,Medium,,
Mathematics Part II,1,"The sides of two similar triangles are in the ratio 4:7. If the area of the smaller triangle is 48 cm², find the area of the larger triangle.",2,Area ratio is 16:49.,"48/A = 16/49, so A = 147 cm².","area,similarity,ratio",Practice,Medium,,
Mathematics Part II,1,"Two triangles have an equal included angle. The sides including that angle are 6,9 and 10,15. Are the triangles similar?",2,Check 6/10 and 9/15.,"Yes. Both ratios are 3/5, so the triangles are similar by SAS.","SAS,similarity",Practice,Medium,,
Mathematics Part II,1,"In similar triangles ABC and PQR, AB=8, BC=12, PQ=10. Find QR.",2,Use AB/PQ = BC/QR.,"8/10 = 12/QR, so QR = 15.","proportion,similar triangles",Practice,Medium,,
Mathematics Part II,1,The perimeters of two similar triangles are 24 cm and 36 cm. Find the ratio of their corresponding sides.,2,"For similar triangles, perimeter ratio equals side ratio.",24:36 = 2:3.,"perimeter,similarity",Practice,Medium,,
Mathematics Part II,1,"If DE ∥ BC in ΔABC and AD:DB = 2:3, find AD:AB.",3,AB = AD+DB.,AD:AB = 2:(2+3) = 2:5.,"BPT,ratio",Practice,Hard,,
Mathematics Part II,1,The areas of two similar triangles are in the ratio 81:121. Find the ratio of their perimeters.,3,Take square root of area ratio.,Perimeter ratio = side ratio = 9:11.,"area,perimeter,similarity",Practice,Hard,,
Mathematics Part II,1,Explain why congruent triangles are always similar.,3,Compare corresponding angles and sides.,"Congruent triangles have equal corresponding angles and equal corresponding sides, so side ratios are 1:1 and the triangles satisfy similarity conditions.","congruence,similarity,concept",Practice,Hard,,
Mathematics Part II,1,A photograph is enlarged so every length becomes 1.5 times. By what factor does its area increase?,3,Area changes as the square of the linear scale factor.,Area factor = 1.5² = 2.25.,"scale factor,area,similarity",Practice,Hard,,
