subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
Mathematics Part II,3,Define a tangent to a circle.,1,Think of a line touching the circle at one point.,A tangent is a line that touches a circle at exactly one point.,"circle,tangent,definition",Practice,Easy,,
Mathematics Part II,3,What is the relation between a radius and the tangent at the point of contact?,1,Recall the 90° property.,The radius through the point of contact is perpendicular to the tangent.,"radius,tangent,perpendicular",Practice,Easy,,
Mathematics Part II,3,How many tangents can be drawn from a point outside a circle?,1,Visualize an external point.,Two tangents can be drawn.,"external point,tangents",Practice,Easy,,
Mathematics Part II,3,How many tangents can be drawn from a point on a circle?,1,At the point itself.,Exactly one tangent can be drawn.,"point on circle,tangent",Practice,Easy,,
Mathematics Part II,3,Can a tangent be drawn from a point inside a circle?,1,A tangent cannot pass through the interior point without cutting the circle.,No tangent can be drawn from a point inside the circle.,"inside point,tangent",Practice,Easy,,
Mathematics Part II,3,"From external point P, PA and PB are tangents to a circle. If PA=7 cm, find PB.",1,Tangents from the same external point are equal.,PB=7 cm.,"equal tangents,external point",Practice,Easy,,
Mathematics Part II,3,"From P, tangents PA and PB touch a circle at A and B. If ∠APB=60°, find ∠AOB where O is the centre.",1,OA ⟂ PA and OB ⟂ PB; use quadrilateral OAPB.,"∠AOB + ∠APB = 180°, so ∠AOB=120°.","tangent,central angle",Practice,Easy,,
Mathematics Part II,3,"A tangent at A to a circle with centre O is drawn. If OA=5 cm, what is the distance from O to the tangent line?",1,OA is perpendicular to the tangent.,The perpendicular distance is OA=5 cm.,"distance,tangent,radius",Practice,Easy,,
Mathematics Part II,3,Two tangents PA and PB are 10 cm each. Find the perimeter of quadrilateral OAPB if radius=6 cm.,1,Add OA+AP+PB+BO.,6+10+10+6=32 cm.,"tangent,perimeter",Practice,Easy,,
Mathematics Part II,3,"If PA and PB are tangents from P, and OA, OB are radii, state one pair of congruent right triangles.",1,Compare ΔOAP and ΔOBP.,ΔOAP ≅ ΔOBP by RHS.,"congruence,tangents",Practice,Easy,,
Mathematics Part II,3,A circle has radius 8 cm. A point P is 17 cm from the centre. Find the tangent length from P.,2,Use OP²=OA²+AP².,AP=√(17²−8²)=√225=15 cm.,"tangent length,pythagoras",Practice,Medium,,
Mathematics Part II,3,A circle has radius 5 cm and tangent length from P is 12 cm. Find OP.,2,OA ⟂ PA.,OP=√(5²+12²)=13 cm.,"tangent length,distance",Practice,Medium,,
Mathematics Part II,3,Prove that tangents drawn from an external point to a circle are equal.,2,Join the centre to both points of contact and use RHS congruence.,"OA=OB, OP is common, and both radii are perpendicular to tangents. Thus ΔOAP≅ΔOBP by RHS, so PA=PB.","proof,equal tangents",Practice,Medium,,
Mathematics Part II,3,"If ∠AOB=100° for points of contact A,B of tangents from P, find ∠APB.",2,Opposite angles O and P in OAPB are supplementary.,∠APB=180°−100°=80°.,"central angle,tangents",Practice,Medium,,
Mathematics Part II,3,"From P, tangent PA=15 cm and OP=17 cm. Find radius OA.",2,Use right triangle OAP.,OA=√(17²−15²)=8 cm.,"radius,tangent",Practice,Medium,,
Mathematics Part II,3,Why is the angle between a radius and tangent at contact always 90°?,2,Use the nearest distance from centre to the tangent.,"The radius to the point of contact is the perpendicular distance from the centre to the tangent, so they meet at 90°.","concept,radius,tangent",Practice,Medium,,
Mathematics Part II,3,"If two tangents from P make an angle of 70°, find the angle between the radii to the contact points.",3,Use supplementary relationship.,Angle between radii=180°−70°=110°.,"tangent angle,radii",Practice,Hard,,
Mathematics Part II,3,A tangent segment from P is 24 cm and the radius is 7 cm. Find OP.,3,Form a right triangle.,OP=√(24²+7²)=√625=25 cm.,"tangent,pythagoras",Practice,Hard,,
Mathematics Part II,3,"If OP equals the radius of a circle, where is P and how many tangents are possible?",3,OP=r means P is on the circle.,P lies on the circle and exactly one tangent is possible.,"position,tangent",Practice,Hard,,
Mathematics Part II,3,"If OP is less than the radius, how many real tangents can be drawn from P?",3,P lies inside the circle.,No real tangent can be drawn.,"inside circle,tangent",Practice,Hard,,
