subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
Mathematics Part II,4,What instruments are mainly used for standard geometric constructions?,1,Think of school geometry box tools.,A ruler (straightedge) and compass are mainly used; a protractor may be used where permitted.,"construction,compass,ruler",Practice,Easy,,
Mathematics Part II,4,What is meant by dividing a line segment internally in a given ratio m:n?,1,The dividing point lies between endpoints.,It means locating a point P on AB so that AP:PB=m:n.,"ratio,line segment,construction",Practice,Easy,,
Mathematics Part II,4,"To divide AB in ratio 3:2, how many equal parts are marked on the auxiliary ray?",1,Add the ratio terms.,3+2=5 equal parts.,"ratio division,construction",Practice,Easy,,
Mathematics Part II,4,"When dividing AB in ratio 4:3, which marked point is joined to B before drawing the parallel?",1,Use the total 7th point on the auxiliary ray.,Join the 7th marked point to B.,"construction,ratio",Practice,Easy,,
Mathematics Part II,4,What theorem justifies division of a segment by drawing a parallel line?,1,Recall proportional division by a parallel.,The Basic Proportionality Theorem (BPT).,"BPT,construction",Practice,Easy,,
Mathematics Part II,4,What data are needed to construct a tangent to a circle at a given point A on it?,1,Join centre to A.,The centre O and point A; draw OA and then a line through A perpendicular to OA.,"tangent construction,circle",Practice,Easy,,
Mathematics Part II,4,How do you construct a tangent from an external point P to a circle with centre O?,1,Use the circle with OP as diameter.,"Join OP, find its midpoint M, draw the circle with centre M and radius MO; its intersections A,B with the given circle give tangents PA,PB.","external tangent,construction",Practice,Easy,,
Mathematics Part II,4,Why does the circle with diameter OP help construct tangents from P?,1,Angle in a semicircle is 90°.,"For an intersection A, ∠OAP=90°, so PA is perpendicular to radius OA and hence is tangent.","semicircle,tangent,reason",Practice,Easy,,
Mathematics Part II,4,"To construct a triangle similar to a given triangle with scale factor 3/2, is the new triangle larger or smaller?",1,Compare 3/2 with 1.,"Larger, because 3/2 > 1.","similar triangle,scale factor",Practice,Easy,,
Mathematics Part II,4,"To construct a triangle similar with scale factor 2/3, is the new triangle larger or smaller?",1,Compare 2/3 with 1.,"Smaller, because 2/3 < 1.","similar triangle,scale factor",Practice,Easy,,
Mathematics Part II,4,A 6 cm segment is divided in ratio 2:1. Find the two lengths expected after construction.,2,Total ratio parts=3.,Lengths are 4 cm and 2 cm.,"ratio division,length",Practice,Medium,,
Mathematics Part II,4,A 10 cm segment is divided in ratio 3:2. Find the two parts.,2,Each ratio part is 10/5=2 cm.,Parts are 6 cm and 4 cm.,"ratio division,length",Practice,Medium,,
Mathematics Part II,4,Describe the first two steps to divide AB in ratio 5:3.,2,Draw an auxiliary ray and mark total equal divisions.,Draw a ray AX making an acute angle with AB; mark 8 equal consecutive segments on AX.,"construction,steps,ratio",Practice,Medium,,
Mathematics Part II,4,"After marking 8 equal points to divide AB in ratio 5:3, which point should be connected to B?",2,Use m+n.,Connect the 8th point to B.,"ratio,construction",Practice,Medium,,
Mathematics Part II,4,"After joining A8 to B in a 5:3 division, through which point should a parallel be drawn?",2,Use the numerator 5.,Through A5 draw a line parallel to A8B; it meets AB at the required point.,"ratio,parallel,construction",Practice,Medium,,
Mathematics Part II,4,What check can you perform after constructing a segment division in ratio 3:2?,2,Measure the two resulting lengths.,Verify that AP/PB is approximately 3/2.,"verification,construction",Practice,Medium,,
Mathematics Part II,4,Why should compass width remain unchanged while marking equal divisions on an auxiliary ray?,3,The marked intervals must be equal.,Changing compass width would make the divisions unequal and spoil the required ratio.,"compass,accuracy",Practice,Hard,,
Mathematics Part II,4,What is the role of parallel lines in constructing a similar triangle?,3,They preserve corresponding angles and proportional sides.,"Parallel lines create equal corresponding angles, which ensures similarity and the desired scale factor.","parallel,similarity,construction",Practice,Hard,,
Mathematics Part II,4,"If a tangent construction from external P gives only one intersection with the given circle, what special case may be occurring?",3,Think when P is on the circle or circles are tangent.,"The construction may be degenerate, for example P may lie on the circle, giving a single tangent point.","tangent construction,special case",Practice,Hard,,
Mathematics Part II,4,State one practical reason for using a sharp pencil in geometric construction.,3,Accuracy matters.,"A sharp pencil gives thin, precise lines and more accurate intersection points.","construction,accuracy",Practice,Hard,,
