subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
Science & Technology Part I,9,Why does carbon form a large number of compounds?,1,Two key properties.,Carbon shows tetravalency and catenation.,SSC Science;Carbon Compounds,Practice,Easy,,
Science & Technology Part I,9,What is tetravalency of carbon?,1,Carbon has four valence electrons.,Carbon forms four covalent bonds.,SSC Science;Carbon Compounds,Practice,Easy,,
Science & Technology Part I,9,What is catenation?,1,Carbon bonds to carbon.,Catenation is self-linking ability.,SSC Science;Carbon Compounds,Practice,Easy,,
Science & Technology Part I,9,What is a covalent bond?,1,Common in carbon compounds.,Covalent bonds involve shared electrons.,SSC Science;Carbon Compounds,Practice,Easy,,
Science & Technology Part I,9,What is a hydrocarbon?,1,Only C and H.,Hydrocarbons contain carbon and hydrogen only.,SSC Science;Carbon Compounds,Practice,Easy,,
Science & Technology Part I,9,What is a saturated hydrocarbon?,1,Alkanes are saturated.,Only single C–C bonds.,SSC Science;Carbon Compounds,Practice,Easy,,
Science & Technology Part I,9,What is an unsaturated hydrocarbon?,1,Alkenes/alkynes.,It contains multiple C–C bonds.,SSC Science;Carbon Compounds,Practice,Easy,,
Science & Technology Part I,9,What is a homologous series?,1,Think common chemical properties.,Successive members differ by CH₂.,SSC Science;Carbon Compounds,Practice,Easy,,
Science & Technology Part I,9,What is a functional group?,1,"Examples –OH, –COOH.",Functional group controls characteristic reactions.,SSC Science;Carbon Compounds,Practice,Easy,,
Science & Technology Part I,9,Name the functional group of alcohols.,1,Alcohol contains –OH.,Alcohol functional group is –OH.,SSC Science;Carbon Compounds,Practice,Easy,,
Science & Technology Part I,9,Name the functional group of carboxylic acids.,1,Acids contain –COOH.,Carboxylic acid group is –COOH.,SSC Science;Carbon Compounds,Practice,Medium,,
Science & Technology Part I,9,What is ethanol?,1,It contains –OH.,Ethanol is C₂H₅OH.,SSC Science;Carbon Compounds,Practice,Medium,,
Science & Technology Part I,9,What is ethanoic acid?,1,Vinegar contains dilute ethanoic acid.,Ethanoic acid is CH₃COOH.,SSC Science;Carbon Compounds,Practice,Medium,,
Science & Technology Part I,9,What is esterification?,1,Alcohol + acid.,It produces an ester and water.,SSC Science;Carbon Compounds,Practice,Medium,,
Science & Technology Part I,9,Why are many esters fragrant?,1,Used in perfumes/flavours.,Many esters have pleasant odours.,SSC Science;Carbon Compounds,Practice,Medium,,
Science & Technology Part I,9,What is saponification?,1,Soap manufacture.,Saponification is alkaline ester hydrolysis.,SSC Science;Carbon Compounds,Practice,Medium,,
Science & Technology Part I,9,What is addition reaction?,1,Hydrogenation is an example.,Atoms add across multiple bond.,SSC Science;Carbon Compounds,Practice,Hard,,
Science & Technology Part I,9,What is substitution reaction?,1,Common in saturated hydrocarbons.,One group replaces another.,SSC Science;Carbon Compounds,Practice,Hard,,
Science & Technology Part I,9,What is polymerization?,1,Ethene → polythene.,Monomers join to form polymer.,SSC Science;Carbon Compounds,Practice,Hard,,
Science & Technology Part I,9,Why is soap less effective in hard water?,1,Hard water has Ca²⁺/Mg²⁺.,Soap forms insoluble salts in hard water.,SSC Science;Carbon Compounds,Practice,Hard,,
