subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
Science & Technology Part I,6,What is refraction of light?,1,Speed changes at boundary.,Refraction is bending due to change in speed.,SSC Science;Refraction of Light,Practice,Easy,,
Science & Technology Part I,6,State Snell’s law.,1,Use refractive index relation.,sin i/sin r = constant.,SSC Science;Refraction of Light,Practice,Easy,,
Science & Technology Part I,6,What is refractive index?,1,n = c/v.,n = c/v.,SSC Science;Refraction of Light,Practice,Easy,,
Science & Technology Part I,6,What happens to light speed when it enters a denser optical medium?,1,Optical density relates to speed.,Speed decreases in the optically denser medium.,SSC Science;Refraction of Light,Practice,Easy,,
Science & Technology Part I,6,What happens to a ray travelling from air to glass obliquely?,1,Glass is optically denser.,The ray bends towards the normal.,SSC Science;Refraction of Light,Practice,Easy,,
Science & Technology Part I,6,What happens when light travels from glass to air obliquely?,1,Air is optically rarer.,The ray bends away from the normal.,SSC Science;Refraction of Light,Practice,Easy,,
Science & Technology Part I,6,What is the normal at a point of incidence?,1,It is a reference line for angles.,Normal is perpendicular to the surface.,SSC Science;Refraction of Light,Practice,Easy,,
Science & Technology Part I,6,What is angle of incidence?,1,"Measure from normal, not surface.",Angle between incident ray and normal.,SSC Science;Refraction of Light,Practice,Easy,,
Science & Technology Part I,6,What is angle of refraction?,1,Measure in second medium.,Angle between refracted ray and normal.,SSC Science;Refraction of Light,Practice,Easy,,
Science & Technology Part I,6,Why does a pencil partly immersed in water appear bent?,1,Apparent position changes.,Refraction makes the submerged part appear displaced.,SSC Science;Refraction of Light,Practice,Easy,,
Science & Technology Part I,6,Why does a coin in water appear raised?,1,Light bends at water-air boundary.,Apparent depth is less than real depth.,SSC Science;Refraction of Light,Practice,Medium,,
Science & Technology Part I,6,What is total internal reflection?,1,Two conditions are needed.,TIR occurs from denser to rarer medium above critical angle.,SSC Science;Refraction of Light,Practice,Medium,,
Science & Technology Part I,6,What is critical angle?,1,Boundary condition for TIR.,Critical angle gives r = 90°.,SSC Science;Refraction of Light,Practice,Medium,,
Science & Technology Part I,6,Name one application of total internal reflection.,1,Light is guided inside fibre.,Optical fibres use total internal reflection.,SSC Science;Refraction of Light,Practice,Medium,,
Science & Technology Part I,6,Why does a prism disperse white light?,1,Refractive index depends on wavelength.,Colours have different deviations.,SSC Science;Refraction of Light,Practice,Medium,,
Science & Technology Part I,6,What is dispersion of light?,1,Prism is a common example.,White light separates into colours.,SSC Science;Refraction of Light,Practice,Medium,,
Science & Technology Part I,6,Which colour deviates most in a glass prism?,1,Violet has higher refractive index in glass.,Violet deviates most.,SSC Science;Refraction of Light,Practice,Hard,,
Science & Technology Part I,6,Which colour deviates least in a glass prism?,1,Red has lower refractive index in glass.,Red deviates least.,SSC Science;Refraction of Light,Practice,Hard,,
Science & Technology Part I,6,What is apparent depth?,1,Usually less than real depth for water viewed from air.,Apparent depth is the refracted visual depth.,SSC Science;Refraction of Light,Practice,Hard,,
Science & Technology Part I,6,Why does a swimming pool appear shallower than it really is?,1,Refraction changes apparent position.,The bottom appears raised due to refraction.,SSC Science;Refraction of Light,Practice,Hard,,
