subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
Science & Technology Part I,3,What is a chemical reaction?,1,Look for formation of new substances.,It forms new substances.,SSC Science;Chemical Reactions and Equations,Practice,Easy,,
Science & Technology Part I,3,What is a chemical equation?,1,Use chemical formulae.,It represents a reaction symbolically.,SSC Science;Chemical Reactions and Equations,Practice,Easy,,
Science & Technology Part I,3,Why must a chemical equation be balanced?,1,Atoms are neither created nor destroyed.,Number of each type of atom must be equal on both sides.,SSC Science;Chemical Reactions and Equations,Practice,Easy,,
Science & Technology Part I,3,What is a combination reaction?,1,A + B → AB.,Two or more reactants form one product.,SSC Science;Chemical Reactions and Equations,Practice,Easy,,
Science & Technology Part I,3,What is a decomposition reaction?,1,AB → A + B.,One compound gives two or more products.,SSC Science;Chemical Reactions and Equations,Practice,Easy,,
Science & Technology Part I,3,What is a displacement reaction?,1,Think Zn + CuSO₄.,More reactive element replaces less reactive element.,SSC Science;Chemical Reactions and Equations,Practice,Easy,,
Science & Technology Part I,3,What is a double displacement reaction?,1,AB + CD → AD + CB.,Ions are exchanged between compounds.,SSC Science;Chemical Reactions and Equations,Practice,Easy,,
Science & Technology Part I,3,Define oxidation in terms of oxygen.,1,Oxygen gain.,Oxidation is addition of oxygen.,SSC Science;Chemical Reactions and Equations,Practice,Easy,,
Science & Technology Part I,3,Define reduction in terms of oxygen.,1,Oxygen loss.,Reduction is removal of oxygen.,SSC Science;Chemical Reactions and Equations,Practice,Easy,,
Science & Technology Part I,3,What is a redox reaction?,1,Both processes occur together.,Oxidation and reduction happen together.,SSC Science;Chemical Reactions and Equations,Practice,Easy,,
Science & Technology Part I,3,What is corrosion?,1,Rusting is an example.,Corrosion is environmental chemical deterioration of metals.,SSC Science;Chemical Reactions and Equations,Practice,Medium,,
Science & Technology Part I,3,How can rusting of iron be prevented by painting?,1,Rusting needs oxygen and water.,Painting forms a protective barrier.,SSC Science;Chemical Reactions and Equations,Practice,Medium,,
Science & Technology Part I,3,What is rancidity?,1,Think stale oily food.,Oxidation of fats/oils causes rancidity.,SSC Science;Chemical Reactions and Equations,Practice,Medium,,
Science & Technology Part I,3,Why is nitrogen gas filled in some food packets?,1,Nitrogen is relatively unreactive.,It reduces oxidation and rancidity.,SSC Science;Chemical Reactions and Equations,Practice,Medium,,
Science & Technology Part I,3,Give one example of an exothermic reaction.,1,Heat is released.,Combustion is exothermic.,SSC Science;Chemical Reactions and Equations,Practice,Medium,,
Science & Technology Part I,3,Give one example of an endothermic process.,1,Energy is absorbed.,Photosynthesis absorbs light energy.,SSC Science;Chemical Reactions and Equations,Practice,Medium,,
Science & Technology Part I,3,What is a precipitate?,1,It separates as solid.,An insoluble solid product is a precipitate.,SSC Science;Chemical Reactions and Equations,Practice,Hard,,
Science & Technology Part I,3,What is the colour change when iron is placed in copper sulphate solution?,1,Fe displaces Cu.,Fe + CuSO₄ → FeSO₄ + Cu.,SSC Science;Chemical Reactions and Equations,Practice,Hard,,
Science & Technology Part I,3,Write the balanced equation for magnesium burning in oxygen.,1,Balance Mg and O atoms.,2Mg + O₂ → 2MgO.,SSC Science;Chemical Reactions and Equations,Practice,Hard,,
Science & Technology Part I,3,What is the role of a catalyst?,1,It affects reaction rate.,A catalyst changes reaction rate without permanent consumption.,SSC Science;Chemical Reactions and Equations,Practice,Hard,,
