subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
Science & Technology Part I,10,What is a satellite?,1,It may be natural or artificial.,A satellite orbits a celestial body.,SSC Science;Space Missions,Practice,Easy,,
Science & Technology Part I,10,What is an artificial satellite?,1,Examples include communication satellites.,It is a man-made orbital object.,SSC Science;Space Missions,Practice,Easy,,
Science & Technology Part I,10,What is a launch vehicle?,1,It provides thrust.,A launch vehicle carries payload to space.,SSC Science;Space Missions,Practice,Easy,,
Science & Technology Part I,10,What is a payload?,1,Satellite instruments are payload.,Payload is the useful carried equipment.,SSC Science;Space Missions,Practice,Easy,,
Science & Technology Part I,10,Why are rockets multi-stage?,1,Empty fuel tanks are no longer needed.,Staging reduces dead weight.,SSC Science;Space Missions,Practice,Easy,,
Science & Technology Part I,10,What is an orbit?,1,Earth satellites follow orbits.,An orbit is a gravitationally governed path.,SSC Science;Space Missions,Practice,Easy,,
Science & Technology Part I,10,What is a geostationary satellite?,1,It is useful for communication.,It appears fixed over the equator.,SSC Science;Space Missions,Practice,Easy,,
Science & Technology Part I,10,Give one use of communication satellites.,1,Signals can cover large areas.,They relay communication signals.,SSC Science;Space Missions,Practice,Easy,,
Science & Technology Part I,10,What is remote sensing?,1,No direct contact is needed.,Remote sensing uses distant sensors.,SSC Science;Space Missions,Practice,Easy,,
Science & Technology Part I,10,Give one use of remote sensing satellites.,1,Earth observation.,They monitor weather and Earth resources.,SSC Science;Space Missions,Practice,Easy,,
Science & Technology Part I,10,What is a space probe?,1,It carries scientific instruments.,A probe performs robotic space exploration.,SSC Science;Space Missions,Practice,Medium,,
Science & Technology Part I,10,Why is escape velocity important in space missions?,1,Think leaving Earth.,Adequate velocity helps overcome gravitational binding.,SSC Science;Space Missions,Practice,Medium,,
Science & Technology Part I,10,What is a rocket’s thrust?,1,Newton’s third law.,Rocket thrust comes from expelled gases.,SSC Science;Space Missions,Practice,Medium,,
Science & Technology Part I,10,Which organization conducts India’s major civilian space programme?,1,India’s national space agency.,ISRO conducts India’s space missions.,SSC Science;Space Missions,Practice,Medium,,
Science & Technology Part I,10,What is a launch pad?,1,It supports launch operations.,It is the rocket launch facility.,SSC Science;Space Missions,Practice,Medium,,
Science & Technology Part I,10,Why are satellites useful for weather forecasting?,1,They observe Earth from space.,Satellites supply weather observations.,SSC Science;Space Missions,Practice,Medium,,
Science & Technology Part I,10,What is a navigation satellite system used for?,1,It supports location services.,It provides positioning/navigation information.,SSC Science;Space Missions,Practice,Hard,,
Science & Technology Part I,10,Why do astronauts wear spacesuits?,1,Space has no breathable atmosphere.,Spacesuits support survival in space.,SSC Science;Space Missions,Practice,Hard,,
Science & Technology Part I,10,What is microgravity?,1,Astronauts experience apparent weightlessness.,Microgravity means very small apparent gravity effects.,SSC Science;Space Missions,Practice,Hard,,
Science & Technology Part I,10,Why are space missions scientifically useful?,1,Space provides unique conditions.,They expand scientific knowledge and technology.,SSC Science;Space Missions,Practice,Hard,,
