subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
Mathematics Part I,1,Solve the pair of linear equations: 2x + 3y = 13 and 1x + 1y = 5.,2,Use elimination or substitution.,Solve by eliminating one variable.,"linear equations,elimination,solution",Practice,Easy,,
Mathematics Part I,1,Solve the pair of linear equations: 3x + 2y = 16 and 1x + 2y = 4.,2,Use elimination or substitution.,Solve by eliminating one variable.,"linear equations,elimination,solution",Practice,Easy,,
Mathematics Part I,1,Solve the pair of linear equations: 4x + 1y = 17 and 2x + 1y = 3.,2,Use elimination or substitution.,Solve by eliminating one variable.,"linear equations,elimination,solution",Practice,Easy,,
Mathematics Part I,1,Solve the pair of linear equations: 5x + 2y = 24 and 1x + 1y = 2.,2,Use elimination or substitution.,Solve by eliminating one variable.,"linear equations,elimination,solution",Practice,Easy,,
Mathematics Part I,1,Solve the pair of linear equations: 2x + 5y = 19 and 1x + 3y = 1.,2,Use elimination or substitution.,Solve by eliminating one variable.,"linear equations,elimination,solution",Practice,Easy,,
Mathematics Part I,1,Solve the pair of linear equations: 3x + 4y = 25 and 2x + 1y = 5.,2,Use elimination or substitution.,Solve by eliminating one variable.,"linear equations,elimination,solution",Practice,Easy,,
Mathematics Part I,1,Solve the pair of linear equations: 6x + 1y = 19 and 1x + 2y = 2.,2,Use elimination or substitution.,Solve by eliminating one variable.,"linear equations,elimination,solution",Practice,Medium,,
Mathematics Part I,1,Solve the pair of linear equations: 2x + 7y = 23 and 3x + 1y = 4.,2,Use elimination or substitution.,Solve by eliminating one variable.,"linear equations,elimination,solution",Practice,Medium,,
Mathematics Part I,1,Solve the pair of linear equations: 4x + 3y = 29 and 1x + 2y = 3.,2,Use elimination or substitution.,Solve by eliminating one variable.,"linear equations,elimination,solution",Practice,Medium,,
Mathematics Part I,1,Solve the pair of linear equations: 5x + 1y = 21 and 2x + 1y = 2.,2,Use elimination or substitution.,Solve by eliminating one variable.,"linear equations,elimination,solution",Practice,Medium,,
Mathematics Part I,1,Find the value of y when x = 1 in the equation 2x + y = 10.,1,Substitute the given value or compare both sides.,Substitution gives the required result.,"linear equations,substitution,verification",Practice,Easy,,
Mathematics Part I,1,"Check whether (2, 3) satisfies 2x + 3y = 11.",1,Substitute the given value or compare both sides.,Substitution gives the required result.,"linear equations,substitution,verification",Practice,Easy,,
Mathematics Part I,1,Write the equation represented by: x + y = 12 and x - y = 4.,1,Substitute the given value or compare both sides.,Substitution gives the required result.,"linear equations,substitution,verification",Practice,Easy,,
Mathematics Part I,1,Find the value of y when x = 4 in the equation 5x + y = 19.,1,Substitute the given value or compare both sides.,Substitution gives the required result.,"linear equations,substitution,verification",Practice,Easy,,
Mathematics Part I,1,"Check whether (5, 6) satisfies 5x + 6y = 41.",1,Substitute the given value or compare both sides.,Substitution gives the required result.,"linear equations,substitution,verification",Practice,Medium,,
Mathematics Part I,1,Write the equation represented by: x + y = 15 and x - y = 7.,1,Substitute the given value or compare both sides.,Substitution gives the required result.,"linear equations,substitution,verification",Practice,Medium,,
Mathematics Part I,1,Find the value of y when x = 7 in the equation 8x + y = 28.,1,Substitute the given value or compare both sides.,Substitution gives the required result.,"linear equations,substitution,verification",Practice,Medium,,
Mathematics Part I,1,"Check whether (8, 9) satisfies 8x + 9y = 89.",1,Substitute the given value or compare both sides.,Substitution gives the required result.,"linear equations,substitution,verification",Practice,Medium,,
Mathematics Part I,1,Write the equation represented by: x + y = 18 and x - y = 10.,1,Substitute the given value or compare both sides.,Substitution gives the required result.,"linear equations,substitution,verification",Practice,Hard,,
Mathematics Part I,1,Find the value of y when x = 10 in the equation 11x + y = 37.,1,Substitute the given value or compare both sides.,Substitution gives the required result.,"linear equations,substitution,verification",Practice,Hard,,
