subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
Mathematics Part I,2,Solve the quadratic equation x² -3x +2 = 0.,2,Use factorisation or the discriminant formula.,The roots are 1 and 2.,"quadratic equations,roots,discriminant",Practice,Easy,,
Mathematics Part I,2,Solve the quadratic equation x² -5x +6 = 0.,2,Use factorisation or the discriminant formula.,The roots are 2 and 3.,"quadratic equations,roots,discriminant",Practice,Easy,,
Mathematics Part I,2,Solve the quadratic equation x² -7x +12 = 0.,2,Use factorisation or the discriminant formula.,The roots are 3 and 4.,"quadratic equations,roots,discriminant",Practice,Easy,,
Mathematics Part I,2,Solve the quadratic equation x² -9x +20 = 0.,2,Use factorisation or the discriminant formula.,The roots are 4 and 5.,"quadratic equations,roots,discriminant",Practice,Easy,,
Mathematics Part I,2,Solve the quadratic equation x² -7x +10 = 0.,2,Use factorisation or the discriminant formula.,The roots are 5 and 2.,"quadratic equations,roots,discriminant",Practice,Easy,,
Mathematics Part I,2,Solve the quadratic equation x² -4x +3 = 0.,2,Use factorisation or the discriminant formula.,The roots are 1 and 3.,"quadratic equations,roots,discriminant",Practice,Easy,,
Mathematics Part I,2,Solve the quadratic equation x² -6x +8 = 0.,2,Use factorisation or the discriminant formula.,The roots are 2 and 4.,"quadratic equations,roots,discriminant",Practice,Medium,,
Mathematics Part I,2,Solve the quadratic equation x² -8x +15 = 0.,2,Use factorisation or the discriminant formula.,The roots are 3 and 5.,"quadratic equations,roots,discriminant",Practice,Medium,,
Mathematics Part I,2,Solve the quadratic equation x² -6x +8 = 0.,2,Use factorisation or the discriminant formula.,The roots are 4 and 2.,"quadratic equations,roots,discriminant",Practice,Medium,,
Mathematics Part I,2,Solve the quadratic equation x² -8x +15 = 0.,2,Use factorisation or the discriminant formula.,The roots are 5 and 3.,"quadratic equations,roots,discriminant",Practice,Medium,,
Mathematics Part I,2,Find the discriminant of 2x² -13x +11 = 0 and state the nature of its roots.,2,Use factorisation or the discriminant formula.,Discriminant = 81; hence the roots are real and distinct.,"quadratic equations,roots,discriminant",Practice,Medium,,
Mathematics Part I,2,Find the discriminant of 3x² -14x +12 = 0 and state the nature of its roots.,2,Use factorisation or the discriminant formula.,Discriminant = 52; hence the roots are real and distinct.,"quadratic equations,roots,discriminant",Practice,Medium,,
Mathematics Part I,2,Find the discriminant of 1x² -15x +13 = 0 and state the nature of its roots.,2,Use factorisation or the discriminant formula.,Discriminant = 173; hence the roots are real and distinct.,"quadratic equations,roots,discriminant",Practice,Medium,,
Mathematics Part I,2,Find the discriminant of 2x² -16x +14 = 0 and state the nature of its roots.,2,Use factorisation or the discriminant formula.,Discriminant = 144; hence the roots are real and distinct.,"quadratic equations,roots,discriminant",Practice,Medium,,
Mathematics Part I,2,Find the discriminant of 3x² -17x +15 = 0 and state the nature of its roots.,2,Use factorisation or the discriminant formula.,Discriminant = 109; hence the roots are real and distinct.,"quadratic equations,roots,discriminant",Practice,Medium,,
Mathematics Part I,2,Find the discriminant of 1x² -18x +16 = 0 and state the nature of its roots.,2,Use factorisation or the discriminant formula.,Discriminant = 260; hence the roots are real and distinct.,"quadratic equations,roots,discriminant",Practice,Medium,,
Mathematics Part I,2,Find the discriminant of 2x² -19x +17 = 0 and state the nature of its roots.,2,Use factorisation or the discriminant formula.,Discriminant = 225; hence the roots are real and distinct.,"quadratic equations,roots,discriminant",Practice,Medium,,
Mathematics Part I,2,Find the discriminant of 3x² -20x +18 = 0 and state the nature of its roots.,2,Use factorisation or the discriminant formula.,Discriminant = 184; hence the roots are real and distinct.,"quadratic equations,roots,discriminant",Practice,Hard,,
Mathematics Part I,2,Find the discriminant of 1x² -21x +19 = 0 and state the nature of its roots.,2,Use factorisation or the discriminant formula.,Discriminant = 365; hence the roots are real and distinct.,"quadratic equations,roots,discriminant",Practice,Hard,,
Mathematics Part I,2,Find the discriminant of 2x² -22x +20 = 0 and state the nature of its roots.,2,Use factorisation or the discriminant formula.,Discriminant = 324; hence the roots are real and distinct.,"quadratic equations,roots,discriminant",Practice,Hard,,
