subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
Mathematics Part I,5,"A bag contains 6 equally likely outcomes, of which 1 are favourable. Find the probability of a favourable outcome.",1,Probability = favourable outcomes / total equally likely outcomes.,Probability = 1/6.,"probability,favourable outcomes,random experiment",Practice,Easy,,
Mathematics Part I,5,"A bag contains 7 equally likely outcomes, of which 2 are favourable. Find the probability of a favourable outcome.",1,Probability = favourable outcomes / total equally likely outcomes.,Probability = 2/7.,"probability,favourable outcomes,random experiment",Practice,Easy,,
Mathematics Part I,5,"A bag contains 8 equally likely outcomes, of which 3 are favourable. Find the probability of a favourable outcome.",1,Probability = favourable outcomes / total equally likely outcomes.,Probability = 3/8.,"probability,favourable outcomes,random experiment",Practice,Easy,,
Mathematics Part I,5,"A bag contains 9 equally likely outcomes, of which 4 are favourable. Find the probability of a favourable outcome.",1,Probability = favourable outcomes / total equally likely outcomes.,Probability = 4/9.,"probability,favourable outcomes,random experiment",Practice,Easy,,
Mathematics Part I,5,"A bag contains 10 equally likely outcomes, of which 1 are favourable. Find the probability of a favourable outcome.",1,Probability = favourable outcomes / total equally likely outcomes.,Probability = 1/10.,"probability,favourable outcomes,random experiment",Practice,Easy,,
Mathematics Part I,5,"A bag contains 11 equally likely outcomes, of which 2 are favourable. Find the probability of a favourable outcome.",1,Probability = favourable outcomes / total equally likely outcomes.,Probability = 2/11.,"probability,favourable outcomes,random experiment",Practice,Easy,,
Mathematics Part I,5,"A bag contains 12 equally likely outcomes, of which 3 are favourable. Find the probability of a favourable outcome.",1,Probability = favourable outcomes / total equally likely outcomes.,Probability = 3/12.,"probability,favourable outcomes,random experiment",Practice,Easy,,
Mathematics Part I,5,A fair die is thrown once. Find the probability of getting a number greater than 1.,1,Probability = favourable outcomes / total equally likely outcomes.,Probability = 5/6 = 0.833333.,"probability,favourable outcomes,random experiment",Practice,Easy,,
Mathematics Part I,5,A fair die is thrown once. Find the probability of getting a number greater than 2.,1,Probability = favourable outcomes / total equally likely outcomes.,Probability = 4/6 = 0.666667.,"probability,favourable outcomes,random experiment",Practice,Easy,,
Mathematics Part I,5,A fair die is thrown once. Find the probability of getting a number greater than 3.,1,Probability = favourable outcomes / total equally likely outcomes.,Probability = 3/6 = 0.5.,"probability,favourable outcomes,random experiment",Practice,Easy,,
Mathematics Part I,5,A fair die is thrown once. Find the probability of getting a number greater than 4.,1,Probability = favourable outcomes / total equally likely outcomes.,Probability = 2/6 = 0.333333.,"probability,favourable outcomes,random experiment",Practice,Medium,,
Mathematics Part I,5,A fair die is thrown once. Find the probability of getting a number greater than 5.,1,Probability = favourable outcomes / total equally likely outcomes.,Probability = 1/6 = 0.166667.,"probability,favourable outcomes,random experiment",Practice,Medium,,
Mathematics Part I,5,A fair die is thrown once. Find the probability of getting a number greater than 6.,1,Probability = favourable outcomes / total equally likely outcomes.,Probability = 0/6 = 0.,"probability,favourable outcomes,random experiment",Practice,Medium,,
Mathematics Part I,5,A fair die is thrown once. Find the probability of getting a number greater than 7.,1,Probability = favourable outcomes / total equally likely outcomes.,Probability = 0/6 = 0.,"probability,favourable outcomes,random experiment",Practice,Medium,,
Mathematics Part I,5,A coin is tossed twice. Find the probability of getting exactly one head.,1,Probability = favourable outcomes / total equally likely outcomes.,Probability = 2/4 = 1/2.,"probability,favourable outcomes,random experiment",Practice,Medium,,
Mathematics Part I,5,A coin is tossed twice. Find the probability of getting exactly one head.,1,Probability = favourable outcomes / total equally likely outcomes.,Probability = 2/4 = 1/2.,"probability,favourable outcomes,random experiment",Practice,Medium,,
Mathematics Part I,5,A coin is tossed twice. Find the probability of getting exactly one head.,1,Probability = favourable outcomes / total equally likely outcomes.,Probability = 2/4 = 1/2.,"probability,favourable outcomes,random experiment",Practice,Medium,,
Mathematics Part I,5,A coin is tossed twice. Find the probability of getting exactly one head.,1,Probability = favourable outcomes / total equally likely outcomes.,Probability = 2/4 = 1/2.,"probability,favourable outcomes,random experiment",Practice,Hard,,
Mathematics Part I,5,A coin is tossed twice. Find the probability of getting exactly one head.,1,Probability = favourable outcomes / total equally likely outcomes.,Probability = 2/4 = 1/2.,"probability,favourable outcomes,random experiment",Practice,Hard,,
Mathematics Part I,5,A coin is tossed twice. Find the probability of getting exactly one head.,1,Probability = favourable outcomes / total equally likely outcomes.,Probability = 2/4 = 1/2.,"probability,favourable outcomes,random experiment",Practice,Hard,,
